Place,StateCode,Physicians,HealthCosts,WaterQuality,AirQuality
quincy,il,261,106.9,55.0,70.0
radom,il,56,117.5,20.0,77.0
raleigh,il,147,114.3,40.0,77.0
ramsey,il,32,117.3,20.0,79.0
rankin,il,129,106.2,36.0,84.0
ransom,il,103,108.4,40.0,77.0
rantoul,il,234,104.5,20.0,77.0
rapids_city,il,165,111.5,45.0,80.0
raritan,il,29,112.3,60.0,82.0
raymond,il,73,115.3,27.0,79.0
red_bud,il,85,116.5,20.0,72.0
reddick,il,137,96.8,60.0,83.0
redmon,il,62,103.6,20.0,83.0
reynolds,il,165,111.5,45.0,82.0
richmond,il,123,107.3,60.0,78.0
richton_park,il,261,94.0,31.0,63.0
richview,il,56,117.5,20.0,77.0
ridge_farm,il,129,106.2,36.0,83.0
ridgway,il,38,116.2,30.0,78.0
ridott,il,136,109.5,50.0,84.0
ringwood,il,123,107.3,60.0,78.0
rio,il,175,108.1,60.0,83.0
ripley,il,15,105.0,47.0,81.0
river_forest,il,261,94.0,31.0,58.0
river_grove,il,261,94.0,31.0,52.0
riverdale,il,261,94.0,31.0,66.0
riverside,il,261,94.0,31.0,63.0
riverton,il,377,105.0,27.0,77.0
riverwoods,il,290,99.3,28.0,60.0
roanoke,il,84,104.1,47.0,83.0
robbins,il,261,94.0,31.0,33.0
roberts,il,95,103.7,48.0,84.0
robinson,il,119,114.6,20.0,59.0
rochelle,il,72,112.7,60.0,79.0
rochester,il,377,105.0,27.0,78.0
rock_city,il,136,109.5,50.0,84.0
rock_falls,il,117,115.1,45.0,74.0
rock_island,il,165,111.5,45.0,73.0
rock_island_arsenal,il,165,111.5,45.0,71.0
rockbridge,il,60,117.5,20.0,77.0
rockdale,il,116,100.1,36.0,64.0
rockford,il,224,111.8,56.0,70.0
rockton,il,224,111.8,56.0,67.0
rockwood,il,85,116.5,20.0,74.0
rolling_meadows,il,261,94.0,31.0,58.0
rome_cdp,il,383,104.0,47.0,80.0
romeoville,il,116,100.1,36.0,68.0
roodhouse,il,60,117.5,20.0,71.0
roscoe,il,224,111.8,56.0,78.0
rose_hill,il,10,116.5,20.0,80.0
roselle,il,398,97.9,47.0,61.0
rosemont,il,261,94.0,31.0,24.0
roseville,il,80,111.8,60.0,83.0
rosewood_heights,il,115,102.6,35.0,58.0
rosiclare,il,73,115.1,40.0,58.0
rossville,il,129,106.2,36.0,84.0
round_lake,il,290,99.3,28.0,74.0
round_lake_beach,il,290,99.3,28.0,71.0
round_lake_heights,il,290,99.3,28.0,73.0
round_lake_park,il,290,99.3,28.0,73.0
roxana,il,115,102.6,35.0,57.0
royal,il,234,104.5,20.0,81.0
royal_lakes,il,41,117.5,28.0,72.0
royalton,il,53,117.7,20.0,75.0
ruma,il,85,116.5,20.0,73.0
rushville,il,43,106.8,59.0,77.0
russellville,il,61,116.3,20.0,79.0
rutland,il,103,108.4,40.0,82.0
sadorus,il,234,104.5,20.0,79.0
sailor_springs,il,75,115.5,20.0,79.0
salem,il,146,116.2,20.0,68.0
sammons_point,il,137,96.8,60.0,78.0
san_jose,il,66,106.9,52.0,82.0
sandoval,il,146,116.2,20.0,76.0
sandwich,il,85,109.3,60.0,74.0
sauget,il,152,103.8,20.0,51.0
sauk_village,il,261,94.0,31.0,67.0
saunemin,il,98,103.6,40.0,85.0
savanna,il,34,111.8,45.0,77.0
savoy,il,234,104.5,20.0,75.0
sawyerville,il,41,117.5,28.0,76.0
saybrook,il,193,100.6,40.0,84.0
scales_mound,il,68,112.5,40.0,86.0
schaumburg,il,261,94.0,31.0,64.0
schiller_park,il,261,94.0,31.0,26.0
schram_city,il,73,115.3,27.0,75.0
sciota,il,118,105.1,60.0,83.0
scottville,il,41,117.5,28.0,79.0
seaton,il,44,112.5,53.0,83.0
seatonville,il,116,112.8,50.0,83.0
secor,il,84,104.1,47.0,83.0
seneca,il,103,108.4,40.0,76.0
serena,il,103,108.4,40.0,80.0
sesser,il,53,117.7,20.0,75.0
seymour,il,234,104.5,20.0,81.0
shabbona,il,85,109.3,60.0,82.0
shannon,il,34,111.8,45.0,83.0
shawneetown,il,38,116.2,30.0,77.0
sheffield,il,116,112.8,50.0,84.0
shelbyville,il,55,104.6,20.0,73.0
sheldon,il,80,105.7,61.0,82.0
sheridan,il,103,108.4,40.0,79.0
sherman,il,377,105.0,27.0,77.0
sherrard,il,44,112.5,53.0,83.0
shiloh,il,152,103.8,20.0,64.0
shorewood,il,116,100.1,36.0,69.0
shumway,il,224,114.0,20.0,78.0
sibley,il,95,103.7,48.0,84.0
sidell,il,129,106.2,36.0,83.0
sidney,il,234,104.5,20.0,83.0
silvis,il,165,111.5,45.0,76.0
simpson,il,39,117.2,28.0,75.0
sims,il,61,115.8,20.0,79.0
skokie,il,261,94.0,31.0,49.0
sleepy_hollow,il,124,97.0,60.0,72.0
smithboro,il,106,117.0,33.0,78.0
smithfield,il,70,103.9,60.0,82.0
smithton,il,152,103.8,20.0,70.0
somonauk,il,85,109.3,60.0,80.0
sorento,il,106,117.0,33.0,77.0
south_barrington,il,261,94.0,31.0,71.0
south_beloit,il,224,111.8,56.0,61.0
south_chicago_heights,il,261,94.0,31.0,70.0
south_elgin,il,124,97.0,60.0,73.0
south_holland,il,261,94.0,31.0,63.0
south_jacksonville,il,109,102.8,30.0,73.0
south_pekin,il,105,106.2,40.0,78.0
south_roxana,il,115,102.6,35.0,54.0
south_wilmington,il,99,97.8,40.0,82.0
southern_view,il,377,105.0,27.0,67.0
sparland,il,33,105.3,50.0,82.0
sparta,il,85,116.5,20.0,65.0
spaulding,il,377,105.0,27.0,77.0
spillertown,il,206,118.2,20.0,72.0
spring_bay,il,84,104.1,47.0,78.0
spring_grove,il,123,107.3,60.0,78.0
spring_valley,il,116,112.8,50.0,78.0
springerton,il,42,116.2,20.0,78.0
springfield,il,377,105.0,27.0,67.0
st._anne,il,137,96.8,60.0,82.0
st._augustine,il,175,108.1,60.0,83.0
st._charles,il,124,97.0,60.0,66.0
st._david,il,70,103.9,60.0,82.0
st._elmo,il,32,117.3,20.0,77.0
st._francisville,il,61,116.3,20.0,80.0
st._jacob,il,115,102.6,35.0,74.0
st._johns,il,70,119.7,20.0,70.0
st._joseph,il,234,104.5,20.0,81.0
st._libory,il,152,103.8,20.0,74.0
st._peter,il,32,117.3,20.0,79.0
st._rose,il,58,117.0,33.0,77.0
standard,il,18,106.7,20.0,82.0
standard_city,il,41,117.5,28.0,78.0
stanford,il,193,100.6,40.0,82.0
staunton,il,41,117.5,28.0,67.0
ste._marie,il,10,116.5,20.0,81.0
steeleville,il,85,116.5,20.0,73.0
sterling,il,117,115.1,45.0,63.0
steward,il,150,110.5,52.0,83.0
stewardson,il,55,104.6,20.0,81.0
stickney,il,261,94.0,31.0,48.0
stillman_valley,il,72,112.7,60.0,82.0
stockton,il,68,112.5,40.0,85.0
stone_park,il,261,94.0,31.0,49.0
stonington,il,62,104.7,28.0,81.0
stoy,il,119,114.6,20.0,75.0
strasburg,il,55,104.6,20.0,82.0
strawn,il,98,103.6,40.0,85.0
streamwood,il,261,94.0,31.0,66.0
streator,il,103,108.4,40.0,67.0
stronghurst,il,29,112.3,60.0,82.0
sublette,il,150,110.5,52.0,84.0
sugar_grove,il,124,97.0,60.0,70.0
sullivan,il,47,105.6,20.0,68.0
summerfield,il,152,103.8,20.0,71.0
summit,il,261,94.0,31.0,51.0
sumner,il,61,116.3,20.0,80.0
sun_river_terrace,il,137,96.8,60.0,81.0
swansea,il,152,103.8,20.0,60.0
sycamore,il,85,109.3,60.0,74.0
symerton,il,116,100.1,36.0,80.0
table_grove,il,70,103.9,60.0,82.0
tallula,il,48,105.0,33.0,81.0
tamaroa,il,70,119.7,20.0,76.0
tamms,il,30,118.4,40.0,74.0
tampico,il,117,115.1,45.0,84.0
taylor_springs,il,73,115.3,27.0,80.0
taylorville,il,62,104.7,28.0,71.0
tennessee,il,118,105.1,60.0,82.0
teutopolis,il,224,114.0,20.0,78.0
thawville,il,80,105.7,61.0,85.0
thayer,il,377,105.0,27.0,79.0
the_galena_territory,il,68,112.5,40.0,85.0
thebes,il,30,118.4,40.0,74.0
third_lake,il,290,99.3,28.0,72.0
thomasboro,il,234,104.5,20.0,83.0
thompsonville,il,53,117.7,20.0,77.0
thomson,il,34,111.8,45.0,84.0
thornton,il,261,94.0,31.0,65.0
tilden,il,85,116.5,20.0,75.0
tilton,il,129,106.2,36.0,77.0
timberlane,il,125,112.4,53.0,80.0
time,il,81,105.0,30.0,78.0
tinley_park,il,261,94.0,31.0,60.0
tiskilwa,il,116,112.8,50.0,83.0
toledo,il,9,104.4,20.0,80.0
tolono,il,234,104.5,20.0,79.0
toluca,il,33,105.3,50.0,83.0
tonica,il,103,108.4,40.0,82.0
topeka,il,66,106.9,52.0,82.0
toulon,il,17,105.3,60.0,84.0
tovey,il,62,104.7,28.0,80.0
towanda,il,193,100.6,40.0,83.0
tower_hill,il,55,104.6,20.0,81.0
tower_lakes,il,290,99.3,28.0,75.0
tremont,il,105,106.2,40.0,80.0
trenton,il,58,117.0,33.0,74.0
trivoli,il,383,104.0,47.0,82.0
trout_valley,il,123,107.3,60.0,73.0
troy,il,115,102.6,35.0,61.0
troy_grove,il,103,108.4,40.0,77.0
tuscola,il,35,104.5,20.0,59.0
twin_grove,il,193,100.6,40.0,81.0
ullin,il,0,117.7,20.0,76.0
union,il,123,107.3,60.0,78.0
union_hill,il,137,96.8,60.0,82.0
university_park,il,116,100.1,36.0,73.0
urbana,il,234,104.5,20.0,65.0
ursa,il,261,106.9,55.0,80.0
valier,il,53,117.7,20.0,75.0
valley_city,il,?,?,?,?
valmeyer,il,62,104.0,20.0,66.0
vandalia,il,32,117.3,20.0,62.0
varna,il,33,105.3,50.0,83.0
venedy,il,56,117.5,20.0,75.0
venetian_village,il,290,99.3,28.0,70.0
venice,il,115,102.6,35.0,47.0
vergennes,il,268,118.1,20.0,75.0
vermilion,il,62,103.6,20.0,82.0
vermont,il,70,103.9,60.0,82.0
vernon,il,146,116.2,20.0,78.0
vernon_hills,il,290,99.3,28.0,66.0
verona,il,99,97.8,40.0,81.0
versailles,il,15,105.0,47.0,81.0
victoria,il,175,108.1,60.0,83.0
vienna,il,39,117.2,28.0,75.0
villa_grove,il,35,104.5,20.0,79.0
villa_park,il,398,97.9,47.0,48.0
viola,il,44,112.5,53.0,83.0
virden,il,41,117.5,28.0,76.0
virgil,il,124,97.0,60.0,79.0
virginia,il,23,105.0,50.0,80.0
volo,il,290,99.3,28.0,75.0
wadsworth,il,290,99.3,28.0,62.0
waggoner,il,73,115.3,27.0,79.0
walnut,il,116,112.8,50.0,84.0
walnut_hill,il,146,116.2,20.0,75.0
walshville,il,73,115.3,27.0,79.0
waltonville,il,258,118.2,20.0,77.0
wapella,il,74,102.7,20.0,82.0
warren,il,68,112.5,40.0,86.0
warrensburg,il,217,103.9,20.0,82.0
warrenville,il,398,97.9,47.0,68.0
warsaw,il,65,112.9,69.0,82.0
washburn,il,84,104.1,47.0,82.0
washington,il,105,106.2,40.0,77.0
washington_park,il,152,103.8,20.0,50.0
wataga,il,175,108.1,60.0,83.0
waterloo,il,62,104.0,20.0,67.0
waterman,il,85,109.3,60.0,82.0
watseka,il,80,105.7,61.0,73.0
watson,il,224,114.0,20.0,78.0
wauconda,il,290,99.3,28.0,74.0
waukegan,il,290,99.3,28.0,67.0
waverly,il,109,102.8,30.0,79.0
wayne,il,398,97.9,47.0,71.0
wayne_city,il,61,115.8,20.0,79.0
waynesville,il,74,102.7,20.0,82.0
weldon,il,74,102.7,20.0,82.0
wellington,il,80,105.7,61.0,85.0
wenona,il,33,105.3,50.0,83.0
wenonah,il,73,115.3,27.0,81.0
west_brooklyn,il,150,110.5,52.0,84.0
west_chicago,il,398,97.9,47.0,66.0
west_city,il,53,117.7,20.0,68.0
west_dundee,il,124,97.0,60.0,73.0
west_frankfort,il,53,117.7,20.0,67.0
west_peoria,il,383,104.0,47.0,70.0
west_point,il,65,112.9,69.0,82.0
west_salem,il,0,116.2,20.0,80.0
west_union,il,44,105.8,20.0,80.0
west_york,il,119,114.6,20.0,79.0
westchester,il,261,94.0,31.0,60.0
western_springs,il,261,94.0,31.0,58.0
westervelt,il,55,104.6,20.0,81.0
westfield,il,44,105.8,20.0,81.0
westmont,il,398,97.9,47.0,61.0
westville,il,129,106.2,36.0,77.0
wheaton,il,398,97.9,47.0,63.0
wheeler,il,10,116.5,20.0,81.0
wheeling,il,261,94.0,31.0,58.0
white_city,il,41,117.5,28.0,76.0
white_hall,il,60,117.5,20.0,68.0
whiteash,il,206,118.2,20.0,72.0
williamsfield,il,175,108.1,60.0,82.0
williamson,il,115,102.6,35.0,75.0
williamsville,il,377,105.0,27.0,77.0
willisville,il,70,119.7,20.0,75.0
willow_hill,il,10,116.5,20.0,81.0
willow_springs,il,261,94.0,31.0,61.0
willowbrook,il,398,97.9,47.0,61.0
wilmette,il,261,94.0,31.0,63.0
wilmington,il,116,100.1,36.0,73.0
wilsonville,il,41,117.5,28.0,76.0
winchester,il,39,105.0,20.0,79.0
windsor,il,55,104.6,20.0,82.0
winfield,il,398,97.9,47.0,67.0
winnebago,il,224,111.8,56.0,83.0
winnetka,il,261,94.0,31.0,70.0
winslow,il,136,109.5,50.0,85.0
winthrop_harbor,il,290,99.3,28.0,77.0
witt,il,73,115.3,27.0,81.0
wonder_lake,il,123,107.3,60.0,80.0
wood_dale,il,398,97.9,47.0,53.0
wood_river,il,115,102.6,35.0,57.0
woodhull,il,55,112.4,60.0,82.0
woodland,il,80,105.7,61.0,82.0
woodlawn,il,258,118.2,20.0,77.0
woodridge,il,398,97.9,47.0,62.0
woodson,il,109,102.8,30.0,79.0
woodstock,il,123,107.3,60.0,72.0
worden,il,115,102.6,35.0,72.0
worth,il,261,94.0,31.0,52.0
wyanet,il,116,112.8,50.0,83.0
wyoming,il,17,105.3,60.0,83.0
xenia,il,75,115.5,20.0,79.0
yale,il,10,116.5,20.0,80.0
yates_city,il,175,108.1,60.0,82.0
yorkville,il,48,97.4,33.0,75.0
zeigler,il,53,117.7,20.0,75.0
zion,il,290,99.3,28.0,76.0
aberdeen,in,166,82.2,33.0,77.0
advance,in,516,86.7,25.0,79.0
akron,in,74,81.0,60.0,83.0
alamo,in,92,85.8,20.0,81.0
albany,in,203,85.6,10.0,80.0
albion,in,52,85.5,45.0,81.0
alexandria,in,121,85.9,27.0,72.0
alfordsville,in,70,80.5,40.0,79.0
alton,in,0,80.4,67.0,72.0
altona,in,85,78.4,27.0,78.0
ambia,in,35,88.6,50.0,83.0
amboy,in,73,86.3,44.0,82.0
americus,in,199,86.1,44.0,80.0
amo,in,133,86.6,27.0,78.0
anderson,in,121,85.9,27.0,67.0
andrews,in,98,78.2,30.0,82.0
angola,in,61,82.4,30.0,78.0
arcadia,in,421,85.4,10.0,76.0
argos,in,94,81.2,61.0,82.0
arlington,in,54,86.5,47.0,77.0
ashley,in,85,78.4,27.0,82.0
atlanta,in,421,85.4,10.0,76.0
attica,in,24,85.5,20.0,65.0
auburn,in,85,78.4,27.0,73.0
aurora,in,105,86.0,33.0,55.0
austin,in,80,81.7,33.0,64.0
avilla,in,52,85.5,45.0,82.0
avoca,in,103,91.9,40.0,75.0
avon,in,133,86.6,27.0,67.0
bainbridge,in,77,87.2,38.0,79.0
bargersville,in,165,92.1,27.0,71.0
bass_lake,in,52,80.3,73.0,82.0
batesville,in,115,86.3,30.0,76.0
battle_ground,in,199,86.1,44.0,80.0
bedford,in,103,91.9,40.0,57.0
beech_grove,in,272,86.5,1.0,54.0
berne,in,46,76.5,20.0,69.0
bethany,in,112,83.6,27.0,73.0
beverly_shores,in,166,82.2,33.0,78.0
bicknell,in,216,77.2,25.0,73.0
birdseye,in,196,76.0,66.0,73.0
blanford,in,32,91.0,20.0,79.0
bloomfield,in,43,80.6,40.0,73.0
bloomingdale,in,36,91.8,30.0,81.0
bloomington,in,205,88.5,27.0,60.0
blountsville,in,82,86.9,40.0,80.0
bluffton,in,118,75.3,20.0,74.0
boonville,in,383,80.5,53.0,69.0
borden,in,128,83.7,33.0,72.0
boston,in,221,88.0,50.0,80.0
boswell,in,35,88.6,50.0,83.0
bourbon,in,94,81.2,61.0,82.0
brazil,in,64,92.7,33.0,70.0
bremen,in,94,81.2,61.0,76.0
bright,in,105,86.0,33.0,69.0
bristol,in,128,80.2,60.0,79.0
brook,in,14,88.6,80.0,84.0
brooklyn,in,112,83.6,27.0,73.0
brooksburg,in,136,78.9,30.0,76.0
brookston,in,62,87.0,60.0,81.0
brookville,in,26,85.7,33.0,72.0
brownsburg,in,133,86.6,27.0,67.0
brownstown,in,116,81.8,40.0,75.0
bruceville,in,216,77.2,25.0,78.0
bryant,in,57,86.2,20.0,81.0
buck_creek,in,199,86.1,44.0,80.0
buffalo,in,62,87.0,60.0,83.0
bunker_hill,in,73,86.3,44.0,82.0
burket,in,81,85.9,60.0,83.0
burlington,in,35,85.8,60.0,82.0
burnettsville,in,62,87.0,60.0,80.0
burns_city,in,39,79.8,60.0,78.0
burns_harbor,in,166,82.2,33.0,61.0
butler,in,85,78.4,27.0,82.0
butlerville,in,43,88.1,40.0,74.0
cadiz,in,82,86.9,40.0,79.0
cambridge_city,in,221,88.0,50.0,77.0
camden,in,35,85.8,60.0,82.0
campbellsburg,in,68,81.5,32.0,77.0
canaan,in,136,78.9,30.0,76.0
cannelburg,in,70,80.5,40.0,79.0
cannelton,in,57,79.6,50.0,67.0
carbon,in,64,92.7,33.0,77.0
carlisle,in,43,91.9,30.0,79.0
carmel,in,421,85.4,10.0,64.0
carthage,in,54,86.5,47.0,78.0
cayuga,in,32,91.0,20.0,80.0
cedar_grove,in,26,85.7,33.0,75.0
cedar_lake,in,177,86.3,30.0,78.0
center_point,in,64,92.7,33.0,78.0
centerville,in,221,88.0,50.0,75.0
chalmers,in,62,87.0,60.0,82.0
chandler,in,383,80.5,53.0,69.0
charlestown,in,128,83.7,33.0,67.0
chesterfield,in,121,85.9,27.0,70.0
chesterton,in,166,82.2,33.0,72.0
chrisney,in,34,79.7,80.0,73.0
churubusco,in,78,78.3,40.0,81.0
cicero,in,421,85.4,10.0,74.0
clarks_hill,in,199,86.1,44.0,82.0
clarksburg,in,64,87.0,40.0,76.0
clarksville,in,128,83.7,33.0,53.0
clay_city,in,64,92.7,33.0,80.0
claypool,in,81,85.9,60.0,83.0
clayton,in,133,86.6,27.0,73.0
clear_lake,in,61,82.4,30.0,82.0
clermont,in,272,86.5,1.0,64.0
clifford,in,217,86.7,40.0,76.0
clinton,in,32,91.0,20.0,70.0
cloverdale,in,77,87.2,38.0,75.0
coalmont,in,64,92.7,33.0,80.0
coatesville,in,133,86.6,27.0,78.0
colburn,in,199,86.1,44.0,80.0
colfax,in,71,86.0,27.0,80.0
collegeville,in,57,88.4,72.0,81.0
columbia_city,in,78,78.3,40.0,77.0
columbus,in,217,86.7,40.0,57.0
connersville,in,102,86.1,60.0,64.0
converse,in,73,86.3,44.0,82.0
cordry_sweetwater_lakes,in,53,88.9,25.0,76.0
corunna,in,85,78.4,27.0,82.0
corydon,in,68,79.1,20.0,63.0
country_club_heights,in,121,85.9,27.0,64.0
country_squire_lakes,in,?,?,?,?
covington,in,24,85.5,20.0,80.0
crandall,in,68,79.1,20.0,69.0
crane,in,39,79.8,60.0,78.0
crawfordsville,in,92,85.8,20.0,65.0
cromwell,in,52,85.5,45.0,82.0
crothersville,in,116,81.8,40.0,74.0
crown_point,in,177,86.3,30.0,73.0
crows_nest,in,272,86.5,1.0,66.0
culver,in,94,81.2,61.0,82.0
cumberland,in,177,88.2,1.0,65.0
cynthiana,in,39,80.5,13.0,74.0
dale,in,34,79.7,80.0,73.0
daleville,in,203,85.6,10.0,77.0
dana,in,32,91.0,20.0,81.0
danville,in,133,86.6,27.0,75.0
darlington,in,92,85.8,20.0,81.0
darmstadt,in,275,80.5,27.0,71.0
dayton,in,199,86.1,44.0,80.0
de_motte,in,57,88.4,72.0,80.0
decatur,in,46,76.5,20.0,76.0
decker,in,216,77.2,25.0,78.0
delphi,in,35,85.8,60.0,73.0
denver,in,73,86.3,44.0,83.0
deputy,in,?,?,?,?
dillsboro,in,105,86.0,33.0,73.0
dover_hill,in,39,79.8,60.0,78.0
dresser,in,251,91.8,33.0,67.0
dublin,in,221,88.0,50.0,77.0
dubois,in,196,76.0,66.0,73.0
dugger,in,43,91.9,30.0,80.0
dune_acres,in,166,82.2,33.0,61.0
dunkirk,in,57,86.2,20.0,77.0
dunlap,in,128,80.2,60.0,77.0
dunreith,in,82,86.9,40.0,72.0
dupont,in,136,78.9,30.0,74.0
dyer,in,177,86.3,30.0,62.0
earl_park,in,35,88.6,50.0,83.0
east_chicago,in,177,86.3,30.0,65.0
east_enterprise,in,19,85.3,1.0,76.0
east_germantown,in,221,88.0,50.0,77.0
eaton,in,203,85.6,10.0,79.0
economy,in,221,88.0,50.0,79.0
edgewood,in,121,85.9,27.0,75.0
edinburgh,in,165,92.1,27.0,58.0
edwardsport,in,216,77.2,25.0,79.0
elberfeld,in,383,80.5,53.0,74.0
elizabeth,in,68,79.1,20.0,66.0
elizabethtown,in,217,86.7,40.0,74.0
elkhart,in,128,80.2,60.0,67.0
ellettsville,in,205,88.5,27.0,73.0
elnora,in,70,80.5,40.0,79.0
elwood,in,121,85.9,27.0,66.0
emison,in,216,77.2,25.0,78.0
english,in,0,80.4,67.0,76.0
etna_green,in,81,85.9,60.0,83.0
evansville,in,275,80.5,27.0,57.0
fairland,in,59,85.2,40.0,71.0
fairmount,in,131,85.4,30.0,80.0
fairview_park,in,32,91.0,20.0,79.0
farmersburg,in,43,91.9,30.0,78.0
farmland,in,52,84.2,25.0,81.0
ferdinand,in,196,76.0,66.0,73.0
fillmore,in,77,87.2,38.0,79.0
fish_lake,in,139,80.8,33.0,82.0
fishers,in,421,85.4,10.0,66.0
flora,in,35,85.8,60.0,80.0
florence,in,?,?,?,?
fontanet,in,251,91.8,33.0,78.0
fort_branch,in,83,80.9,40.0,74.0
fort_wayne,in,231,80.5,23.0,66.0
fortville,in,177,88.2,1.0,69.0
fountain_city,in,221,88.0,50.0,80.0
fowler,in,35,88.6,50.0,84.0
fowlerton,in,131,85.4,30.0,80.0
francesville,in,62,82.9,73.0,84.0
francisco,in,83,80.9,40.0,76.0
frankfort,in,71,86.0,27.0,63.0
franklin,in,165,92.1,27.0,64.0
frankton,in,121,85.9,27.0,75.0
fredericksburg,in,68,81.5,32.0,74.0
freelandville,in,216,77.2,25.0,79.0
freetown,in,116,81.8,40.0,77.0
fremont,in,61,82.4,30.0,82.0
french_lick,in,61,81.1,60.0,75.0
fulton,in,74,81.0,60.0,84.0
galena,in,180,80.0,20.0,69.0
galveston,in,119,82.0,50.0,83.0
garrett,in,85,78.4,27.0,77.0
gary,in,177,86.3,30.0,64.0
gas_city,in,131,85.4,30.0,74.0
gaston,in,203,85.6,10.0,78.0
geneva,in,46,76.5,20.0,83.0
gentryville,in,34,79.7,80.0,73.0
georgetown,in,180,80.0,20.0,68.0
glenwood,in,54,86.5,47.0,80.0
goodland,in,14,88.6,80.0,84.0
goshen,in,128,80.2,60.0,73.0
gosport,in,24,89.1,33.0,78.0
grabill,in,231,80.5,23.0,78.0
grandview,in,34,79.7,80.0,73.0
granger,in,243,80.4,47.0,76.0
greencastle,in,77,87.2,38.0,73.0
greendale,in,105,86.0,33.0,64.0
greenfield,in,177,88.2,1.0,55.0
greens_fork,in,221,88.0,50.0,78.0
greensboro,in,82,86.9,40.0,79.0
greensburg,in,64,87.0,40.0,70.0
greentown,in,150,85.6,47.0,81.0
greenville,in,180,80.0,20.0,72.0
greenwood,in,165,92.1,27.0,63.0
griffin,in,39,80.5,13.0,74.0
griffith,in,177,86.3,30.0,63.0
grissom_afb,in,73,86.3,44.0,80.0
hagerstown,in,221,88.0,50.0,79.0
hamilton,in,61,82.4,30.0,82.0
hamlet,in,52,80.3,73.0,82.0
hammond,in,177,86.3,30.0,62.0
hanna,in,139,80.8,33.0,82.0
hanover,in,136,78.9,30.0,70.0
hardinsburg,in,68,81.5,32.0,77.0
harlan,in,231,80.5,23.0,80.0
harmony,in,64,92.7,33.0,70.0
harrodsburg,in,205,88.5,27.0,76.0
hartford_city,in,57,88.9,20.0,68.0
hartsville,in,217,86.7,40.0,76.0
hatfield,in,34,79.7,80.0,73.0
haubstadt,in,83,80.9,40.0,74.0
hayden,in,43,88.1,40.0,71.0
hazleton,in,83,80.9,40.0,75.0
hebron,in,166,82.2,33.0,77.0
henryville,in,128,83.7,33.0,67.0
herbst,in,131,85.4,30.0,81.0
heritage_lake,in,77,87.2,38.0,79.0
hidden_valley,in,105,86.0,33.0,68.0
highland,in,177,86.3,30.0,59.0
hillsboro,in,24,85.5,20.0,80.0
hoagland,in,231,80.5,23.0,80.0
hobart,in,177,86.3,30.0,69.0
holland,in,196,76.0,66.0,73.0
holton,in,115,86.3,30.0,78.0
homecroft,in,272,86.5,1.0,60.0
hope,in,217,86.7,40.0,76.0
howe,in,49,80.8,60.0,82.0
hudson,in,61,82.4,30.0,82.0
hudson_lake,in,139,80.8,33.0,78.0
huntertown,in,231,80.5,23.0,77.0
huntingburg,in,196,76.0,66.0,66.0
huntington,in,98,78.2,30.0,72.0
hymera,in,43,91.9,30.0,78.0
idaville,in,62,87.0,60.0,80.0
indian_village,in,243,80.4,47.0,69.0
indianapolis,in,272,86.5,1.0,57.0
ingalls,in,121,85.9,27.0,70.0
jalapa,in,131,85.4,30.0,81.0
jamestown,in,516,86.7,25.0,79.0
jasonville,in,43,80.6,40.0,78.0
jasper,in,196,76.0,66.0,67.0
jeffersonville,in,128,83.7,33.0,52.0
jonesboro,in,131,85.4,30.0,80.0
jonesville,in,217,86.7,40.0,73.0
kempton,in,85,87.8,27.0,81.0
kendallville,in,52,85.5,45.0,75.0
kennard,in,82,86.9,40.0,79.0
kentland,in,14,88.6,80.0,78.0
kewanna,in,74,81.0,60.0,84.0
kimmell,in,52,85.5,45.0,82.0
kingman,in,24,85.5,20.0,82.0
kingsbury,in,139,80.8,33.0,81.0
kingsford_heights,in,139,80.8,33.0,81.0
kirklin,in,71,86.0,27.0,81.0
knightstown,in,82,86.9,40.0,74.0
knightsville,in,64,92.7,33.0,69.0
knox,in,52,80.3,73.0,67.0
kokomo,in,150,85.6,47.0,64.0
koontz_lake,in,52,80.3,73.0,82.0
kouts,in,166,82.2,33.0,81.0
la_crosse,in,139,80.8,33.0,82.0
la_fontaine,in,65,84.3,30.0,81.0
la_paz,in,94,81.2,61.0,80.0
la_porte,in,139,80.8,33.0,66.0
laconia,in,68,79.1,20.0,66.0
ladoga,in,92,85.8,20.0,81.0
lafayette,in,199,86.1,44.0,67.0
lagrange,in,49,80.8,60.0,80.0
lagro,in,65,84.3,30.0,82.0
lake_dalecarlia,in,177,86.3,30.0,80.0
lake_holiday,in,92,85.8,20.0,81.0
lake_santee,in,64,87.0,40.0,76.0
lake_station,in,177,86.3,30.0,67.0
lake_village,in,14,88.6,80.0,79.0
lakes_of_the_four_seasons,in,177,86.3,30.0,77.0
laketon,in,65,84.3,30.0,82.0
lakeville,in,243,80.4,47.0,81.0
landess,in,131,85.4,30.0,81.0
lanesville,in,68,79.1,20.0,68.0
lapel,in,121,85.9,27.0,75.0
larwill,in,78,78.3,40.0,81.0
laurel,in,26,85.7,33.0,79.0
lawrence,in,272,86.5,1.0,62.0
lawrenceburg,in,105,86.0,33.0,54.0
leavenworth,in,0,80.4,67.0,72.0
lebanon,in,516,86.7,25.0,64.0
leesburg,in,81,85.9,60.0,83.0
leo-cedarville,in,231,80.5,23.0,77.0
lewisville,in,82,86.9,40.0,72.0
liberty,in,56,87.4,50.0,79.0
ligonier,in,52,85.5,45.0,77.0
