Place,StateCode,County
riverdale,ga,clayton county
roberta,ga,crawford county
robins_afb,ga,houston county
rochelle,ga,wilcox county
rockingham,ga,bacon county
rockmart,ga,polk county
rocky_ford,ga,screven county
rome,ga,floyd county
roopville,ga,carroll county
rossville,ga,walker county
roswell,ga,fulton county
royston,ga,franklin county
russell,ga,barrow county
rutledge,ga,morgan county
sale_city,ga,mitchell county
salem,ga,upson county
sandersville,ga,washington county
sandy_springs,ga,fulton county
santa_claus,ga,toombs county
sardis,ga,burke county
sasser,ga,terrell county
satilla,ga,jeff davis county
sautee_nacoochee,ga,white county
savannah,ga,chatham county
scotland,ga,telfair county
scottdale,ga,dekalb county
screven,ga,wayne county
senoia,ga,coweta county
seville,ga,wilcox county
shady_dale,ga,jasper county
shannon,ga,floyd county
sharon,ga,taliaferro county
sharpsburg,ga,coweta county
shellman,ga,randolph county
shiloh,ga,harris county
siloam,ga,greene county
skidaway_island,ga,chatham county
sky_valley,ga,rabun county
smithville,ga,lee county
smyrna,ga,cobb county
snellville,ga,gwinnett county
social_circle,ga,walton county
soperton,ga,treutlen county
sparks,ga,cook county
sparta,ga,hancock county
springfield,ga,effingham county
st._marys,ga,camden county
st._simons,ga,glynn county
stapleton,ga,jefferson county
statesboro,ga,bulloch county
statham,ga,barrow county
stillmore,ga,emanuel county
stockbridge,ga,henry county
stone_mountain,ga,dekalb county
stonecrest,ga,dekalb county
sugar_hill,ga,gwinnett county
summertown,ga,emanuel county
summerville,ga,chattooga county
sumner,ga,worth county
sunny_side,ga,spalding county
sunnyside,ga,ware county
sunset_village,ga,upson county
surrency,ga,appling county
suwanee,ga,gwinnett county
swainsboro,ga,emanuel county
sycamore,ga,turner county
sylvania,ga,screven county
sylvester,ga,worth county
talahi_island,ga,chatham county
talbotton,ga,talbot county
talking_rock,ga,pickens county
tallapoosa,ga,haralson county
tallulah_falls,ga,habersham county
talmo,ga,jackson county
tarrytown,ga,montgomery county
taylorsville,ga,bartow county
temple,ga,carroll county
tennille,ga,washington county
the_rock,ga,upson county
thomaston,ga,upson county
thomasville,ga,thomas county
thomson,ga,mcduffie county
thunderbolt,ga,chatham county
tifton,ga,tift county
tiger,ga,rabun county
tignall,ga,wilkes county
toccoa,ga,stephens county
toomsboro,ga,wilkinson county
trenton,ga,dade county
trion,ga,chattooga county
tucker,ga,dekalb county
tunnel_hill,ga,whitfield county
turin,ga,coweta county
twin_city,ga,emanuel county
ty_ty,ga,tift county
tybee_island,ga,chatham county
tyrone,ga,fayette county
unadilla,ga,dooly county
union_city,ga,fulton county
union_point,ga,greene county
unionville,ga,tift county
uvalda,ga,montgomery county
valdosta,ga,lowndes county
varnell,ga,whitfield county
vernonburg,ga,chatham county
vidalia,ga,toombs county
vidette,ga,burke county
vienna,ga,dooly county
villa_rica,ga,carroll county
vinings,ga,cobb county
waco,ga,haralson county
wadley,ga,jefferson county
waleska,ga,cherokee county
walnut_grove,ga,walton county
walthourville,ga,liberty county
warm_springs,ga,meriwether county
warner_robins,ga,houston county
warrenton,ga,warren county
warwick,ga,worth county
washington,ga,wilkes county
watkinsville,ga,oconee county
waverly_hall,ga,harris county
waycross,ga,ware county
waynesboro,ga,burke county
webster_county,ga,webster county
west_point,ga,troup county
whigham,ga,grady county
white,ga,bartow county
white_plains,ga,greene county
whitemarsh_island,ga,chatham county
whitesburg,ga,carroll county
willacoochee,ga,atkinson county
williamson,ga,pike county
wilmington_island,ga,chatham county
winder,ga,barrow county
winterville,ga,clarke county
woodbine,ga,camden county
woodbury,ga,meriwether county
woodland,ga,talbot county
woodstock,ga,cherokee county
woodville,ga,greene county
woolsey,ga,fayette county
wrens,ga,jefferson county
wrightsville,ga,johnson county
yatesville,ga,upson county
yonah,ga,white county
young_harris,ga,towns county
zebulon,ga,pike county
ahuimanu,hi,honolulu county
aiea,hi,honolulu county
ainaloa,hi,hawaii county
anahola,hi,kauai county
captain_cook,hi,hawaii county
discovery_harbour,hi,hawaii county
east_honolulu,hi,honolulu county
eden_roc,hi,hawaii county
eleele,hi,kauai county
ewa_beach,hi,honolulu county
ewa_gentry,hi,honolulu county
ewa_villages,hi,honolulu county
fern_acres,hi,hawaii county
fern_forest,hi,hawaii county
haena,hi,kauai county
haiku-pauwela,hi,maui county
halaula,hi,hawaii county
halawa,hi,honolulu county
haleiwa,hi,honolulu county
haliimaile,hi,maui county
hana,hi,maui county
hanalei,hi,kauai county
hanamaulu,hi,kauai county
hanapepe,hi,kauai county
hauula,hi,honolulu county
hawaiian_acres,hi,hawaii county
hawaiian_beaches,hi,hawaii county
hawaiian_ocean_view,hi,hawaii county
hawaiian_paradise_park,hi,hawaii county
hawi,hi,hawaii county
heeia,hi,honolulu county
hickam_housing,hi,honolulu county
hilo,hi,hawaii county
holualoa,hi,hawaii county
honalo,hi,hawaii county
honaunau-napoopoo,hi,hawaii county
honokaa,hi,hawaii county
honolulu,hi,honolulu county
honomu,hi,hawaii county
iroquois_point,hi,honolulu county
kaaawa,hi,honolulu county
kaanapali,hi,maui county
kahaluu,hi,honolulu county
kahaluu-keauhou,hi,hawaii county
kahuku,hi,honolulu county
kahului,hi,maui county
kailua_(hawaii_cnty),hi,hawaii county
kailua_(honolulu_cnty),hi,honolulu county
kalaeloa,hi,honolulu county
kalaheo,hi,kauai county
kalaoa,hi,hawaii county
kalihiwai,hi,kauai county
kaneohe,hi,honolulu county
kaneohe_station,hi,honolulu county
kapaa,hi,kauai county
kapaau,hi,hawaii county
kapalua,hi,maui county
kapolei,hi,honolulu county
kaumakani,hi,kauai county
kaunakakai,hi,maui county
kawela_bay,hi,honolulu county
keaau,hi,hawaii county
kealakekua,hi,hawaii county
kekaha,hi,kauai county
keokea,hi,maui county
kihei,hi,maui county
kilauea,hi,kauai county
ko_olina,hi,honolulu county
koloa,hi,kauai county
kualapuu,hi,maui county
kukuihaele,hi,hawaii county
kula,hi,maui county
kurtistown,hi,hawaii county
lahaina,hi,maui county
laie,hi,honolulu county
lanai_city,hi,maui county
launiupoko,hi,maui county
laupahoehoe,hi,hawaii county
lawai,hi,kauai county
leilani_estates,hi,hawaii county
lihue,hi,kauai county
maalaea,hi,maui county
mahinahina,hi,maui county
maili,hi,honolulu county
makaha,hi,honolulu county
makaha_valley,hi,honolulu county
makakilo,hi,honolulu county
makawao,hi,maui county
makena,hi,maui county
manele,hi,maui county
maunaloa,hi,maui county
maunawili,hi,honolulu county
mililani_mauka,hi,honolulu county
mililani_town,hi,honolulu county
mokuleia,hi,honolulu county
mountain_view,hi,hawaii county
naalehu,hi,hawaii county
nanakuli,hi,honolulu county
nanawale_estates,hi,hawaii county
napili-honokowai,hi,maui county
ocean_pointe,hi,honolulu county
olinda,hi,maui county
olowalu,hi,maui county
omao,hi,kauai county
orchidlands_estates,hi,hawaii county
paauilo,hi,hawaii county
pahala,hi,hawaii county
pahoa,hi,hawaii county
paia,hi,maui county
pakala_village,hi,kauai county
papaikou,hi,hawaii county
paukaa,hi,hawaii county
pearl_city,hi,honolulu county
pepeekeo,hi,hawaii county
poipu,hi,kauai county
princeville,hi,kauai county
puako,hi,hawaii county
puhi,hi,kauai county
pukalani,hi,maui county
punaluu,hi,honolulu county
pupukea,hi,honolulu county
royal_kunia,hi,honolulu county
schofield_barracks,hi,honolulu county
ualapu'e,hi,maui county
volcano,hi,hawaii county
wahiawa,hi,honolulu county
waialua,hi,honolulu county
waianae,hi,honolulu county
waihee-waiehu,hi,maui county
waikane,hi,honolulu county
waikapu,hi,maui county
waikele,hi,honolulu county
waikoloa_village,hi,hawaii county
wailea,hi,maui county
wailua,hi,kauai county
wailua_homesteads,hi,kauai county
wailuku,hi,maui county
waimalu,hi,honolulu county
waimanalo,hi,honolulu county
waimanalo_beach,hi,honolulu county
waimea_(hawaii_cnty),hi,hawaii county
waimea_(kauai_cnty),hi,kauai county
wainaku,hi,hawaii county
wainiha,hi,kauai county
waiohinu,hi,hawaii county
waipahu,hi,honolulu county
waipio,hi,honolulu county
waipio_acres,hi,honolulu county
west_loch_estate,hi,honolulu county
wheeler_afb,hi,honolulu county
whitmore_village,hi,honolulu county
aberdeen,id,bingham county
acequia,id,minidoka county
albion,id,cassia county
american_falls,id,power county
ammon,id,bonneville county
arbon_valley,id,power county
arco,id,butte county
arimo,id,bannock county
ashton,id,fremont county
athol,id,kootenai county
atomic_city,id,bingham county
bancroft,id,caribou county
banks,id,boise county
basalt,id,bingham county
bellevue,id,blaine county
bennington,id,bear lake county
blackfoot,id,bingham county
blanchard,id,bonner county
bliss,id,gooding county
bloomington,id,bear lake county
boise,id,ada county
bonners_ferry,id,boundary county
bovill,id,latah county
buhl,id,twin falls county
burley,id,cassia county
butte_city,id,butte county
caldwell,id,canyon county
cambridge,id,washington county
carey,id,blaine county
cascade,id,valley county
castleford,id,twin falls county
challis,id,custer county
chubbuck,id,bannock county
clark_fork,id,bonner county
clayton,id,custer county
clifton,id,franklin county
coeur_d'alene,id,kootenai county
conkling_park,id,kootenai county
cottonwood,id,idaho county
council,id,adams county
craigmont,id,lewis county
crouch,id,boise county
culdesac,id,nez perce county
dalton_gardens,id,kootenai county
dayton,id,franklin county
de_smet,id,benewah county
deary,id,latah county
declo,id,cassia county
dietrich,id,lincoln county
donnelly,id,valley county
dover,id,bonner county
downey,id,bannock county
driggs,id,teton county
drummond,id,fremont county
dubois,id,clark county
eagle,id,ada county
east_hope,id,bonner county
eden,id,jerome county
elk_city,id,idaho county
elk_river,id,clearwater county
emmett,id,gem county
fairfield,id,camas county
ferdinand,id,idaho county
fernan_lake_village,id,kootenai county
filer,id,twin falls county
firth,id,bingham county
fort_hall,id,bannock county
franklin,id,franklin county
fruitland,id,payette county
garden_city,id,ada county
garden_valley,id,boise county
genesee,id,latah county
georgetown,id,bear lake county
glenns_ferry,id,elmore county
gooding,id,gooding county
grace,id,caribou county
grand_view,id,owyhee county
grangeville,id,idaho county
greenleaf,id,canyon county
groveland,id,bingham county
hagerman,id,gooding county
hailey,id,blaine county
hamer,id,jefferson county
hansen,id,twin falls county
harrison,id,kootenai county
hauser,id,kootenai county
hayden,id,kootenai county
hayden_lake,id,kootenai county
hazelton,id,jerome county
heyburn,id,minidoka county
hidden_spring,id,ada county
hollister,id,twin falls county
homedale,id,owyhee county
hope,id,bonner county
horseshoe_bend,id,boise county
huetter,id,kootenai county
idaho_city,id,boise county
idaho_falls,id,bonneville county
inkom,id,bannock county
iona,id,bonneville county
irwin,id,bonneville county
island_park,id,fremont county
jerome,id,jerome county
juliaetta,id,latah county
kamiah,id,lewis county
kellogg,id,shoshone county
kendrick,id,latah county
ketchum,id,blaine county
kimberly,id,twin falls county
kooskia,id,idaho county
kootenai,id,bonner county
kuna,id,ada county
lapwai,id,nez perce county
lava_hot_springs,id,bannock county
leadore,id,lemhi county
lewiston,id,nez perce county
lewisville,id,jefferson county
lincoln,id,bonneville county
mackay,id,custer county
malad_city,id,oneida county
malta,id,cassia county
marsing,id,owyhee county
mccall,id,valley county
mccammon,id,bannock county
melba,id,canyon county
menan,id,jefferson county
meridian,id,ada county
middleton,id,canyon county
midvale,id,washington county
minidoka,id,minidoka county
montpelier,id,bear lake county
moore,id,butte county
moreland,id,bingham county
moscow,id,latah county
mountain_home,id,elmore county
mountain_home_afb,id,elmore county
moyie_springs,id,boundary county
mud_lake,id,jefferson county
mullan,id,shoshone county
murphy,id,owyhee county
murtaugh,id,twin falls county
nampa,id,canyon county
new_meadows,id,adams county
new_plymouth,id,payette county
newdale,id,fremont county
nezperce,id,lewis county
notus,id,canyon county
oakley,id,cassia county
oldtown,id,bonner county
onaway,id,latah county
orofino,id,clearwater county
osburn,id,shoshone county
oxford,id,franklin county
paris,id,bear lake county
parker,id,fremont county
parkline,id,benewah county
parma,id,canyon county
paul,id,minidoka county
payette,id,payette county
peck,id,nez perce county
pierce,id,clearwater county
pinehurst,id,shoshone county
placerville,id,boise county
plummer,id,benewah county
pocatello,id,bannock county
ponderay,id,bonner county
post_falls,id,kootenai county
potlatch,id,latah county
preston,id,franklin county
priest_river,id,bonner county
princeton,id,latah county
rathdrum,id,kootenai county
reubens,id,lewis county
rexburg,id,madison county
richfield,id,lincoln county
rigby,id,jefferson county
riggins,id,idaho county
ririe,id,jefferson county
riverside,id,bingham county
roberts,id,jefferson county
robie_creek,id,boise county
rockford,id,bingham county
rockford_bay,id,kootenai county
rockland,id,power county
rupert,id,minidoka county
salmon,id,lemhi county
sandpoint,id,bonner county
shelley,id,bingham county
shoshone,id,lincoln county
smelterville,id,shoshone county
smiths_ferry,id,valley county
soda_springs,id,caribou county
spencer,id,clark county
spirit_lake,id,kootenai county
st._anthony,id,fremont county
st._charles,id,bear lake county
st._maries,id,benewah county
stanley,id,custer county
star,id,ada county
state_line,id,kootenai county
stites,id,idaho county
sugar_city,id,madison county
sun_valley,id,blaine county
swan_valley,id,bonneville county
sweetwater,id,nez perce county
tensed,id,benewah county
teton,id,fremont county
tetonia,id,teton county
troy,id,latah county
twin_falls,id,twin falls county
tyhee,id,bannock county
ucon,id,bonneville county
victor,id,teton county
wallace,id,shoshone county
wardner,id,shoshone county
weippe,id,clearwater county
weiser,id,washington county
wendell,id,gooding county
weston,id,franklin county
white_bird,id,idaho county
wilder,id,canyon county
winchester,id,lewis county
worley,id,kootenai county
yellow_pine,id,valley county
abingdon,il,knox county
abington,il,mercer county
adair,il,mcdonough county
adams,il,lasalle county
addieville,il,washington county
addison,il,dupage county
addison_township,il,dupage county
adeline,il,ogle county
aetna,il,logan county
afton,il,dekalb county
akron,il,peoria county
alba,il,henry county
albany,il,whiteside county
albany_township,il,whiteside county
albers,il,clinton county
albion,il,edwards county
alden,il,mchenry county
aledo,il,mercer county
alexis,il,warren county
algonquin,il,mchenry county
algonquin_township,il,mchenry county
alhambra,il,madison county
alhambra_township,il,madison county
allen,il,lasalle county
allendale,il,wabash county
allens_grove,il,mason county
allenville,il,moultrie county
allerton,il,vermilion county
allin,il,mclean county
allison,il,lawrence county
alma,il,marion county
alma_township,il,marion county
alorton,il,st. clair county
alpha,il,henry county
alsey,il,scott county
alsip,il,cook county
altamont,il,effingham county
alto,il,lee county
alto_pass,il,union county
alton,il,madison county
alton_township,il,madison county
altona,il,knox county
alvan,il,vermilion county
amboy,il,lee county
amboy_township,il,lee county
amity,il,livingston county
anchor,il,mclean county
anchor_township,il,mclean county
andalusia,il,rock island county
andalusia_township,il,rock island county
anderson,il,clark county
andover,il,henry county
andover_township,il,henry county
anna,il,union county
annapolis,il,crawford county
annawan_town,il,henry county
annawan_township,il,henry county
antioch,il,lake county
antioch_township,il,lake county
appanoose,il,hancock county
apple_canyon_lake,il,jo daviess county
apple_river,il,jo daviess county
apple_river_township,il,jo daviess county
arcola,il,douglas county
arcola_township,il,douglas county
arenzville,il,cass county
arenzville_township,il,cass county
argenta,il,macon county
arispie,il,bureau county
arlington,il,bureau county
arlington_heights,il,cook county
armington,il,tazewell county
aroma,il,kankakee county
aroma_park,il,kankakee county
arrington,il,wayne county
arrowsmith,il,mclean county
arrowsmith_township,il,mclean county
artesia,il,iroquois county
arthur,il,douglas county
asbury,il,gallatin county
ash_grove_township_(iroquois_cnty),il,iroquois county
ash_grove_township_(shelby_cnty),il,shelby county
ashkum,il,iroquois county
ashkum_township,il,iroquois county
ashland,il,cass county
ashland_township,il,cass county
ashley,il,washington county
ashley_township,il,washington county
ashmore,il,coles county
ashmore_township,il,coles county
ashton,il,lee county
ashton_township,il,lee county
assumption,il,christian county
assumption_township,il,christian county
astoria_town,il,fulton county
astoria_township,il,fulton county
athens,il,menard county
athensville,il,greene county
atkinson_town,il,henry county
atkinson_township,il,henry county
atlanta,il,logan county
atlanta_township,il,logan county
atlas,il,pike county
atwood,il,piatt county
auburn,il,sangamon county
auburn_township_(clark_cnty),il,clark county
auburn_township_(sangamon_cnty),il,sangamon county
audubon,il,montgomery county
augusta,il,hancock county
augusta_township,il,hancock county
aurora,il,kane county
aurora_township,il,kane county
austin,il,macon county
aux_sable,il,grundy county
ava,il,jackson county
avena,il,fayette county
aviston,il,clinton county
avoca,il,livingston county
avon,il,fulton county
avon_township,il,lake county
ayers,il,champaign county
bainbridge,il,schuyler county
bald_bluff,il,henderson county
bald_hill,il,jefferson county
baldwin,il,randolph county
ball,il,sangamon county
banner,il,fulton county
banner_township_(effingham_cnty),il,effingham county
banner_township_(fulton_cnty),il,fulton county
bannockburn,il,lake county
bardolph,il,mcdonough county
barnett,il,de witt county
barnhill,il,wayne county
barr,il,macoupin county
barren,il,franklin county
barrington,il,cook county
barrington_hills,il,cook county
barrington_township,il,cook county
barry,il,pike county
barry_township,il,pike county
bartelso,il,clinton county
bartlett,il,dupage county
bartonville,il,peoria county
basco,il,hancock county
batavia,il,kane county
batavia_township,il,kane county
batchtown,il,calhoun county
bath,il,mason county
bath_township,il,mason county
bay_view_gardens,il,woodford county
baylis,il,pike county
beach_park,il,lake county
bear_creek_township_(christian_cnty),il,christian county
bear_creek_township_(hancock_cnty),il,hancock county
bear_grove,il,fayette county
beardstown,il,cass county
beardstown_township,il,cass county
beason,il,logan county
beaucoup,il,washington county
beaver,il,iroquois county
beaver_creek,il,hamilton county
beaverville,il,iroquois county
beaverville_township,il,iroquois county
beckemeyer,il,clinton county
bedford,il,wayne county
bedford_park,il,cook county
beecher,il,will county
beecher_city,il,effingham county
belgium,il,vermilion county
belknap,il,johnson county
bell_plain,il,marshall county
belle_prairie,il,livingston county
belle_prairie_city,il,hamilton county
belle_rive,il,jefferson county
belleville,il,st. clair county
belleville_township,il,st. clair county
bellevue,il,peoria county
bellflower,il,mclean county
bellflower_township,il,mclean county
bellmont,il,wabash county
bellwood,il,cook county
belmont,il,iroquois county
belvidere,il,boone county
belvidere_township,il,boone county
bement,il,piatt county
bement_township,il,piatt county
benld,il,macoupin county
bennington,il,marshall county
bensenville,il,dupage county
benson,il,woodford county
bentley,il,hancock county
benton,il,franklin county
benton_township_(franklin_cnty),il,franklin county
benton_township_(lake_cnty),il,lake county
berkeley,il,cook county
berlin,il,sangamon county
berlin_township,il,bureau county
bernadotte,il,fulton county
berreman,il,jo daviess county
berry,il,wayne county
berwick,il,warren county
berwyn,il,cook county
berwyn_township,il,cook county
bethalto,il,madison county
bethany,il,moultrie county
bethel,il,mcdonough county
beverly,il,adams county
bible_grove,il,clay county
big_grove,il,kendall county
big_mound,il,wayne county
big_rock,il,kane county
big_rock_township,il,kane county
big_spring,il,shelby county
biggsville,il,henderson county
biggsville_township,il,henderson county
bingham,il,fayette county
bird,il,macoupin county
birmingham,il,schuyler county
bishop,il,effingham county
bishop_hill,il,henry county
bismarck,il,vermilion county
blackberry,il,kane county
blackhawk,il,rock island county
blair,il,clay county
blandinsville,il,mcdonough county
blandinsville_township,il,mcdonough county
blissville,il,jefferson county
bloom,il,cook county
bloomingdale,il,dupage county
bloomingdale_township,il,dupage county
bloomington,il,mclean county
bloomington_city,il,mclean county
bloomington_township,il,mclean county
blount,il,vermilion county
blue_island,il,cook county
blue_mound,il,macon county
blue_mound_township_(macon_cnty),il,macon county
blue_mound_township_(mclean_cnty),il,mclean county
blue_ridge,il,piatt county
bluff_springs,il,cass county
bluffdale,il,greene county
bluffs,il,scott county
bluford,il,jefferson county
bois_d'arc,il,montgomery county
bolingbrook,il,will county
bolo,il,washington county
bond,il,lawrence county
bondville,il,champaign county
bone_gap,il,edwards county
bonfield,il,kankakee county
bonnie,il,jefferson county
bonpas,il,richland county
bonus,il,boone county
boody,il,macon county
boone,il,boone county
boulder_hill,il,kendall county
bourbon,il,douglas county
bourbonnais,il,kankakee county
bourbonnais_township,il,kankakee county
bowdre,il,douglas county
bowen,il,hancock county
bowlesville,il,gallatin county
bowling,il,rock island county
bowling_green,il,fayette county
boynton,il,tazewell county
braceville,il,grundy county
braceville_township,il,grundy county
bradford,il,stark county
bradford_township,il,lee county
bradley,il,kankakee county
bradley_township,il,jackson county
braidwood,il,will county
breese,il,clinton county
breese_township,il,clinton county
bremen,il,cook county
brenton,il,ford county
bridgeport,il,lawrence county
bridgeport_township,il,lawrence county
bridgeview,il,cook county
brighton,il,macoupin county
brighton_township,il,macoupin county
brimfield,il,peoria county
brimfield_township,il,peoria county
bristol,il,kendall county
broadlands,il,champaign county
broadview,il,cook county
broadwell,il,logan county
broadwell_township,il,logan county
brocton,il,edgar county
brookfield,il,cook county
brookfield_township,il,lasalle county
brooklyn,il,st. clair county
brooklyn_township_(lee_cnty),il,lee county
brooklyn_township_(schuyler_cnty),il,schuyler county
brookport,il,massac county
brookside,il,clinton county
brookville,il,ogle county
broughton,il,hamilton county
broughton_township,il,livingston county
brouilletts_creek,il,edgar county
brown,il,champaign county
browning,il,schuyler county
browning_township_(franklin_cnty),il,franklin county
browning_township_(schuyler_cnty),il,schuyler county
browns,il,edwards county
brownstown,il,fayette county
bruce,il,lasalle county
brushy,il,saline county
brushy_mound,il,macoupin county
brussels,il,calhoun county
bryant,il,fulton county
buck,il,edgar county
buckeye,il,stephenson county
buckhart,il,christian county
buckheart,il,fulton county
buckhorn,il,brown county
buckingham,il,kankakee county
buckley,il,iroquois county
buckner,il,franklin county
buda,il,bureau county
buena_vista,il,schuyler county
buffalo,il,sangamon county
buffalo_grove,il,lake county
buffalo_hart,il,sangamon county
buffalo_prairie,il,rock island county
buffalo_township,il,ogle county
bull_valley,il,mchenry county
bulpitt,il,christian county
buncombe,il,johnson county
bunker_hill,il,macoupin county
bunker_hill_township,il,macoupin county
burbank,il,cook county
bureau,il,bureau county
bureau_junction,il,bureau county
burgess,il,bond county
burlington,il,kane county
burlington_township,il,kane county
burnham,il,cook county
burns,il,henry county
burnt_prairie,il,white county
burnt_prairie_township,il,white county
burr_ridge,il,dupage county
burritt,il,winnebago county
burton_township_(adams_cnty),il,adams county
burton_township_(mchenry_cnty),il,mchenry county
bush,il,williamson county
bushnell,il,mcdonough county
bushnell_township,il,mcdonough county
butler,il,montgomery county
butler_grove,il,montgomery county
butler_township,il,vermilion county
button,il,ford county
byron,il,ogle county
byron_township,il,ogle county
cabery,il,ford county
cahokia,il,st. clair county
cahokia_township,il,macoupin county
cairo,il,alexander county
caledonia,il,boone county
caledonia_township,il,boone county
calhoun,il,richland county
calumet,il,cook county
calumet_city,il,cook county
calumet_park,il,cook county
camargo,il,douglas county
camargo_township,il,douglas county
cambria,il,williamson county
cambridge,il,henry county
cambridge_township,il,henry county
camden,il,schuyler county
camden_township,il,schuyler county
camp_point,il,adams county
camp_point_township,il,adams county
campbell_hill,il,jackson county
campton,il,kane county
campton_hills,il,kane county
campus,il,livingston county
candlewick_lake,il,boone county
canoe_creek,il,rock island county
canteen,il,st. clair county
canton,il,fulton county
canton_township,il,fulton county
cantrall,il,sangamon county
capital,il,sangamon county
capron,il,boone county
carbon_cliff,il,rock island county
carbon_hill,il,grundy county
carbondale,il,jackson county
carbondale_township,il,jackson county
carlinville,il,macoupin county
carlinville_township,il,macoupin county
carlock,il,mclean county
carlyle,il,clinton county
carlyle_township,il,clinton county
carman,il,henderson county
carmi,il,white county
carmi_township,il,white county
carol_stream,il,dupage county
carpentersville,il,kane county
carrier_mills,il,saline county
carrier_mills_township,il,saline county
carrigan,il,marion county
carroll,il,vermilion county
carrollton,il,greene county
carrollton_township,il,greene county
carson,il,fayette county
carterville,il,williamson county
carthage,il,hancock county
carthage_township,il,hancock county
cartwright,il,sangamon county
cary,il,mchenry county
casey,il,clark county
casey_township,il,clark county
caseyville,il,st. clair county
caseyville_township,il,st. clair county
casner,il,jefferson county
cass,il,fulton county
catlin,il,vermilion county
catlin_township,il,vermilion county
cave,il,franklin county
cave-in-rock,il,hardin county
cazenovia,il,woodford county
cedar,il,knox county
cedar_point,il,lasalle county
cedarville,il,stephenson county
central,il,bond county
central_city,il,marion county
centralia,il,marion county
centralia_township,il,marion county
centreville,il,st. clair county
centreville_township,il,st. clair county
cerro_gordo,il,piatt county
cerro_gordo_township,il,piatt county
chadwick,il,carroll county
chalmers,il,mcdonough county
chambersburg,il,pike county
champaign,il,champaign county
champaign_city,il,champaign county
champaign_township,il,champaign county
chandlerville,il,cass county
chandlerville_township,il,cass county
channahon,il,will county
channahon_township,il,will county
channel_lake,il,lake county
chapin,il,morgan county
charleston,il,coles county
charleston_township,il,coles county
charlotte,il,livingston county
chatham,il,sangamon county
chatham_township,il,sangamon county
chatsworth_town,il,livingston county
chatsworth_township,il,livingston county
chebanse,il,iroquois county
chebanse_township,il,iroquois county
chemung_cdp,il,mchenry county
chemung_township,il,mchenry county
cheney's_grove,il,mclean county
chenoa,il,mclean county
chenoa_township,il,mclean county
cherry,il,bureau county
cherry_grove-shannon,il,carroll county
cherry_valley,il,winnebago county
cherry_valley_township,il,winnebago county
chester,il,randolph county
chester_township,il,logan county
chesterfield,il,macoupin county
chesterfield_township,il,macoupin county
chestnut_cdp,il,logan county
chestnut_township,il,knox county
chicago,il,cook county
chicago_heights,il,cook county
chicago_ridge,il,cook county
chili,il,hancock county
chillicothe,il,peoria county
chillicothe_township,il,peoria county
chouteau,il,madison county
chrisman,il,edgar county
christopher,il,franklin county
christy,il,lawrence county
cicero_town,il,cook county
cincinnati,il,tazewell county
cisco,il,piatt county
cisne,il,wayne county
cissna_park,il,iroquois county
claremont,il,richland county
claremont_township,il,richland county
clarendon_hills,il,dupage county
clarion,il,bureau county
clarksburg,il,shelby county
clay_city,il,clay county
clay_city_township,il,clay county
clayton,il,adams county
clayton_township_(adams_cnty),il,adams county
clayton_township_(woodford_cnty),il,woodford county
clear_lake,il,sangamon county
clear_lake_township,il,sangamon county
clement,il,clinton county
cleveland,il,henry county
clifton,il,iroquois county
clinton,il,de witt county
clinton_township,il,dekalb county
clintonia,il,de witt county
clover,il,henry county
clyde,il,whiteside county
coal_city,il,grundy county
coal_valley,il,rock island county
coal_valley_township,il,rock island county
coalton,il,montgomery county
coatsburg,il,adams county
cobden,il,union county
coe,il,rock island county
coffeen,il,montgomery county
colchester,il,mcdonough county
colchester_township,il,mcdonough county
cold_spring,il,shelby county
coldbrook,il,warren county
coleta,il,whiteside county
colfax,il,mclean county
colfax_township,il,champaign county
collinsville,il,madison county
collinsville_township,il,madison county
coloma,il,whiteside county
colona,il,henry county
colona_township,il,henry county
colp,il,williamson county
columbia,il,monroe county
columbus,il,adams county
columbus_township,il,adams county
como,il,whiteside county
compromise,il,champaign county
compton,il,lee county
concord,il,morgan county
concord_township_(adams_cnty),il,adams county
concord_township_(bureau_cnty),il,bureau county
concord_township_(iroquois_cnty),il,iroquois county
condit,il,champaign county
congerville,il,woodford county
cooksville,il,mclean county
cooper,il,sangamon county
cooperstown,il,brown county
copley,il,knox county
coral,il,mchenry county
cordova,il,rock island county
cordova_township,il,rock island county
cornell,il,livingston county
cornland,il,logan county
cornwall,il,henry county
cortland_town,il,dekalb county
cortland_township,il,dekalb county
corwin,il,logan county
cottage,il,saline county
cotton_hill,il,sangamon county
cottonwood,il,cumberland county
coulterville,il,randolph county
council_hill,il,jo daviess county
country_club_hills,il,cook county
countryside,il,cook county
covington,il,washington county
cowden,il,shelby county
coyne_center,il,rock island county
crab_orchard,il,williamson county
crainville,il,williamson county
crane_creek,il,mason county
creal_springs,il,williamson county
creek,il,de witt county
crescent,il,iroquois county
crescent_city,il,iroquois county
crest_hill,il,will county
creston,il,ogle county
crestwood,il,cook county
crete,il,will county
crete_township,il,will county
creve_coeur,il,tazewell county
crittenden,il,champaign county
crook,il,hamilton county
crooked_creek_township_(cumberland_cnty),il,cumberland county
crooked_creek_township_(jasper_cnty),il,jasper county
cropsey,il,mclean county
crossville,il,white county
crouch,il,hamilton county
cruger,il,woodford county
crystal_lake,il,mchenry county
crystal_lawns,il,will county
cuba,il,fulton county
cuba_township,il,lake county
cullom,il,livingston county
cunningham,il,champaign county
curran,il,sangamon county
