,City,State,StateCode,Fips,County,Latitude,Longitude,Population,Density,Zip,_merge
15992,atlas,michigan,mi,,,,,,,,left_only
15994,attica_township,michigan,mi,,,,,,,,left_only
15996,au_gres_township,michigan,mi,,,,,,,,left_only
15998,au_sable_charter_township,michigan,mi,,,,,,,,left_only
15999,au_sable_township,michigan,mi,,,,,,,,left_only
16000,au_train,michigan,mi,,,,,,,,left_only
16004,augusta_charter_township,michigan,mi,,,,,,,,left_only
16005,aurelius,michigan,mi,,,,,,,,left_only
16006,austin_township_(mecosta_cnty),michigan,mi,,,,,,,,left_only
16007,austin_township_(sanilac_cnty),michigan,mi,,,,,,,,left_only
16008,avery,michigan,mi,,,,,,,,left_only
16009,backus,michigan,mi,,,,,,,,left_only
16011,bagley,michigan,mi,,,,,,,,left_only
16012,bainbridge,michigan,mi,,,,,,,,left_only
16014,baldwin_township_(delta_cnty),michigan,mi,,,,,,,,left_only
16015,baldwin_township_(iosco_cnty),michigan,mi,,,,,,,,left_only
16016,baltimore,michigan,mi,,,,,,,,left_only
16019,bangor_charter_township,michigan,mi,,,,,,,,left_only
16020,bangor_township,michigan,mi,,,,,,,,left_only
16021,banks,michigan,mi,,,,,,,,left_only
16023,baraga_township,michigan,mi,,,,,,,,left_only
16024,bark_river,michigan,mi,,,,,,,,left_only
16025,barnes_lake-millers_lake,michigan,mi,,,,,,,,left_only
16027,baroda_township,michigan,mi,,,,,,,,left_only
16028,barry,michigan,mi,,,,,,,,left_only
16030,barton,michigan,mi,,,,,,,,left_only
16032,batavia,michigan,mi,,,,,,,,left_only
16033,bates,michigan,mi,,,,,,,,left_only
16035,bath_charter_township,michigan,mi,,,,,,,,left_only
16037,bay,michigan,mi,,,,,,,,left_only
16039,bay_de_noc,michigan,mi,,,,,,,,left_only
16040,bay_mills,michigan,mi,,,,,,,,left_only
16045,bear_creek,michigan,mi,,,,,,,,left_only
16047,bear_lake_cdp,michigan,mi,,,,,,,,left_only
16048,bear_lake_township_(kalkaska_cnty),michigan,mi,,,,,,,,left_only
16049,bear_lake_township_(manistee_cnty),michigan,mi,,,,,,,,left_only
16050,bearinger,michigan,mi,,,,,,,,left_only
16051,beaugrand,michigan,mi,,,,,,,,left_only
16052,beaver_creek,michigan,mi,,,,,,,,left_only
16053,beaver_township_(bay_cnty),michigan,mi,,,,,,,,left_only
16054,beaver_township_(newaygo_cnty),michigan,mi,,,,,,,,left_only
16056,beaverton_township,michigan,mi,,,,,,,,left_only
16057,bedford,michigan,mi,,,,,,,,left_only
16058,bedford_charter_township,michigan,mi,,,,,,,,left_only
16062,belknap,michigan,mi,,,,,,,,left_only
16066,bellevue_township,michigan,mi,,,,,,,,left_only
16067,belvidere,michigan,mi,,,,,,,,left_only
16069,bengal,michigan,mi,,,,,,,,left_only
16070,bennington,michigan,mi,,,,,,,,left_only
16071,benona,michigan,mi,,,,,,,,left_only
16072,bentley,michigan,mi,,,,,,,,left_only
16073,benton_charter_township,michigan,mi,,,,,,,,left_only
16076,benton_township_(cheboygan_cnty),michigan,mi,,,,,,,,left_only
16077,benton_township_(eaton_cnty),michigan,mi,,,,,,,,left_only
16079,benzonia_township,michigan,mi,,,,,,,,left_only
16082,berlin_charter_township,michigan,mi,,,,,,,,left_only
16083,berlin_township_(ionia_cnty),michigan,mi,,,,,,,,left_only
16084,berlin_township_(st._clair_cnty),michigan,mi,,,,,,,,left_only
16085,berrien,michigan,mi,,,,,,,,left_only
16087,bertrand,michigan,mi,,,,,,,,left_only
16089,bessemer_township,michigan,mi,,,,,,,,left_only
16090,bethany,michigan,mi,,,,,,,,left_only
16091,bethel,michigan,mi,,,,,,,,left_only
16095,big_creek,michigan,mi,,,,,,,,left_only
16096,big_prairie,michigan,mi,,,,,,,,left_only
16098,big_rapids_charter_township,michigan,mi,,,,,,,,left_only
16099,billings,michigan,mi,,,,,,,,left_only
16101,bingham_township_(clinton_cnty),michigan,mi,,,,,,,,left_only
16102,bingham_township_(huron_cnty),michigan,mi,,,,,,,,left_only
16103,bingham_township_(leelanau_cnty),michigan,mi,,,,,,,,left_only
16105,birch_run_township,michigan,mi,,,,,,,,left_only
16107,bismarck,michigan,mi,,,,,,,,left_only
16108,blackman_charter_township,michigan,mi,,,,,,,,left_only
16109,blaine,michigan,mi,,,,,,,,left_only
16110,blair,michigan,mi,,,,,,,,left_only
16111,blendon,michigan,mi,,,,,,,,left_only
16112,bliss,michigan,mi,,,,,,,,left_only
16114,blissfield_township,michigan,mi,,,,,,,,left_only
16115,bloomer,michigan,mi,,,,,,,,left_only
16116,bloomfield_charter_township,michigan,mi,,,,,,,,left_only
16118,bloomfield_township_(huron_cnty),michigan,mi,,,,,,,,left_only
16119,bloomfield_township_(missaukee_cnty),michigan,mi,,,,,,,,left_only
16121,bloomingdale_township,michigan,mi,,,,,,,,left_only
16122,blue_lake_township_(kalkaska_cnty),michigan,mi,,,,,,,,left_only
16123,blue_lake_township_(muskegon_cnty),michigan,mi,,,,,,,,left_only
16124,blumfield,michigan,mi,,,,,,,,left_only
16125,boardman,michigan,mi,,,,,,,,left_only
16126,bohemia,michigan,mi,,,,,,,,left_only
16127,bois_blanc,michigan,mi,,,,,,,,left_only
16129,boon_township,michigan,mi,,,,,,,,left_only
16130,boston,michigan,mi,,,,,,,,left_only
16131,bourret,michigan,mi,,,,,,,,left_only
16132,bowne,michigan,mi,,,,,,,,left_only
16135,boyne_valley,michigan,mi,,,,,,,,left_only
16136,brady_township_(kalamazoo_cnty),michigan,mi,,,,,,,,left_only
16137,brady_township_(saginaw_cnty),michigan,mi,,,,,,,,left_only
16138,brampton,michigan,mi,,,,,,,,left_only
16139,branch,michigan,mi,,,,,,,,left_only
16140,brandon_charter_township,michigan,mi,,,,,,,,left_only
16141,brant,michigan,mi,,,,,,,,left_only
16144,breen,michigan,mi,,,,,,,,left_only
16145,breitung_charter_township,michigan,mi,,,,,,,,left_only
16147,brevort,michigan,mi,,,,,,,,left_only
16148,bridgehampton,michigan,mi,,,,,,,,left_only
16150,bridgeport_charter_township,michigan,mi,,,,,,,,left_only
16151,bridgeton,michigan,mi,,,,,,,,left_only
16152,bridgewater,michigan,mi,,,,,,,,left_only
16155,brighton_township,michigan,mi,,,,,,,,left_only
16156,briley,michigan,mi,,,,,,,,left_only
16158,brockway,michigan,mi,,,,,,,,left_only
16160,bronson_township,michigan,mi,,,,,,,,left_only
16161,brookfield_township_(eaton_cnty),michigan,mi,,,,,,,,left_only
16162,brookfield_township_(huron_cnty),michigan,mi,,,,,,,,left_only
16164,brooks,michigan,mi,,,,,,,,left_only
16165,broomfield,michigan,mi,,,,,,,,left_only
16166,brown,michigan,mi,,,,,,,,left_only
16169,brownstown_charter_township,michigan,mi,,,,,,,,left_only
16170,bruce_township_(chippewa_cnty),michigan,mi,,,,,,,,left_only
16171,bruce_township_(macomb_cnty),michigan,mi,,,,,,,,left_only
16174,buchanan_township,michigan,mi,,,,,,,,left_only
16175,buckeye,michigan,mi,,,,,,,,left_only
16177,buel,michigan,mi,,,,,,,,left_only
16179,buena_vista_charter_township,michigan,mi,,,,,,,,left_only
16180,bunker_hill,michigan,mi,,,,,,,,left_only
16181,burdell,michigan,mi,,,,,,,,left_only
16182,burleigh,michigan,mi,,,,,,,,left_only
16184,burlington_township_(calhoun_cnty),michigan,mi,,,,,,,,left_only
16185,burlington_township_(lapeer_cnty),michigan,mi,,,,,,,,left_only
16186,burns,michigan,mi,,,,,,,,left_only
16187,burnside,michigan,mi,,,,,,,,left_only
16189,burr_oak_township,michigan,mi,,,,,,,,left_only
16191,burt_township_(alger_cnty),michigan,mi,,,,,,,,left_only
16192,burt_township_(cheboygan_cnty),michigan,mi,,,,,,,,left_only
16193,burtchville,michigan,mi,,,,,,,,left_only
16195,bushnell,michigan,mi,,,,,,,,left_only
16196,butler,michigan,mi,,,,,,,,left_only
16197,butman,michigan,mi,,,,,,,,left_only
16198,butterfield,michigan,mi,,,,,,,,left_only
16201,byron_township,michigan,mi,,,,,,,,left_only
16204,caldwell,michigan,mi,,,,,,,,left_only
16206,caledonia_charter_township,michigan,mi,,,,,,,,left_only
16207,caledonia_township_(alcona_cnty),michigan,mi,,,,,,,,left_only
16208,caledonia_township_(kent_cnty),michigan,mi,,,,,,,,left_only
16209,california,michigan,mi,,,,,,,,left_only
16211,calumet_charter_township,michigan,mi,,,,,,,,left_only
16212,calvin,michigan,mi,,,,,,,,left_only
16214,cambridge,michigan,mi,,,,,,,,left_only
16216,camden_township,michigan,mi,,,,,,,,left_only
16217,campbell,michigan,mi,,,,,,,,left_only
16220,cannon,michigan,mi,,,,,,,,left_only
16221,canton_charter_township,michigan,mi,,,,,,,,left_only
16224,carlton,michigan,mi,,,,,,,,left_only
16225,carmel,michigan,mi,,,,,,,,left_only
16229,carp_lake_township_(emmet_cnty),michigan,mi,,,,,,,,left_only
16230,carp_lake_township_(ontonagon_cnty),michigan,mi,,,,,,,,left_only
16231,carrollton,michigan,mi,,,,,,,,left_only
16234,cascade_charter_township,michigan,mi,,,,,,,,left_only
16235,casco_township_(allegan_cnty),michigan,mi,,,,,,,,left_only
16236,casco_township_(st._clair_cnty),michigan,mi,,,,,,,,left_only
16237,case,michigan,mi,,,,,,,,left_only
16239,caseville_township,michigan,mi,,,,,,,,left_only
16241,casnovia_township,michigan,mi,,,,,,,,left_only
16245,castleton,michigan,mi,,,,,,,,left_only
16246,cato,michigan,mi,,,,,,,,left_only
16248,cedar_creek_township_(muskegon_cnty),michigan,mi,,,,,,,,left_only
16249,cedar_creek_township_(wexford_cnty),michigan,mi,,,,,,,,left_only
16251,cedar_township,michigan,mi,,,,,,,,left_only
16252,cedarville,michigan,mi,,,,,,,,left_only
16254,center,michigan,mi,,,,,,,,left_only
16256,centerville,michigan,mi,,,,,,,,left_only
16258,central_lake_township,michigan,mi,,,,,,,,left_only
16260,champion,michigan,mi,,,,,,,,left_only
16261,chandler_township_(charlevoix_cnty),michigan,mi,,,,,,,,left_only
16262,chandler_township_(huron_cnty),michigan,mi,,,,,,,,left_only
16263,chapin,michigan,mi,,,,,,,,left_only
16264,charleston,michigan,mi,,,,,,,,left_only
16266,charlevoix_township,michigan,mi,,,,,,,,left_only
16268,charlton,michigan,mi,,,,,,,,left_only
16269,chase,michigan,mi,,,,,,,,left_only
16274,cherry_grove,michigan,mi,,,,,,,,left_only
16275,cherry_valley,michigan,mi,,,,,,,,left_only
16277,chesaning_township,michigan,mi,,,,,,,,left_only
16278,cheshire,michigan,mi,,,,,,,,left_only
16279,chester_township_(eaton_cnty),michigan,mi,,,,,,,,left_only
16280,chester_township_(otsego_cnty),michigan,mi,,,,,,,,left_only
16281,chester_township_(ottawa_cnty),michigan,mi,,,,,,,,left_only
16282,chesterfield,michigan,mi,,,,,,,,left_only
16283,chestonia,michigan,mi,,,,,,,,left_only
16284,chikaming,michigan,mi,,,,,,,,left_only
16285,china,michigan,mi,,,,,,,,left_only
16286,chippewa_township_(chippewa_cnty),michigan,mi,,,,,,,,left_only
16287,chippewa_township_(isabella_cnty),michigan,mi,,,,,,,,left_only
16288,chippewa_township_(mecosta_cnty),michigan,mi,,,,,,,,left_only
16289,chocolay_charter_township,michigan,mi,,,,,,,,left_only
16291,churchill,michigan,mi,,,,,,,,left_only
16292,clam_lake,michigan,mi,,,,,,,,left_only
16293,clam_union,michigan,mi,,,,,,,,left_only
16295,clarence,michigan,mi,,,,,,,,left_only
16296,clarendon,michigan,mi,,,,,,,,left_only
16297,clark,michigan,mi,,,,,,,,left_only
16300,clay,michigan,mi,,,,,,,,left_only
16301,claybanks,michigan,mi,,,,,,,,left_only
16303,clayton_charter_township,michigan,mi,,,,,,,,left_only
16304,clayton_township,michigan,mi,,,,,,,,left_only
16305,clearwater,michigan,mi,,,,,,,,left_only
16306,clement,michigan,mi,,,,,,,,left_only
16307,cleon,michigan,mi,,,,,,,,left_only
16308,cleveland,michigan,mi,,,,,,,,left_only
16311,climax_township,michigan,mi,,,,,,,,left_only
16313,clinton_charter_township,michigan,mi,,,,,,,,left_only
16314,clinton_township_(lenawee_cnty),michigan,mi,,,,,,,,left_only
16315,clinton_township_(oscoda_cnty),michigan,mi,,,,,,,,left_only
16317,clyde_township_(allegan_cnty),michigan,mi,,,,,,,,left_only
16318,clyde_township_(st._clair_cnty),michigan,mi,,,,,,,,left_only
16319,coe,michigan,mi,,,,,,,,left_only
16320,cohoctah,michigan,mi,,,,,,,,left_only
16321,coldsprings,michigan,mi,,,,,,,,left_only
16323,coldwater_township_(branch_cnty),michigan,mi,,,,,,,,left_only
16324,coldwater_township_(isabella_cnty),michigan,mi,,,,,,,,left_only
16326,colfax_township_(benzie_cnty),michigan,mi,,,,,,,,left_only
16327,colfax_township_(huron_cnty),michigan,mi,,,,,,,,left_only
16328,colfax_township_(mecosta_cnty),michigan,mi,,,,,,,,left_only
16329,colfax_township_(oceana_cnty),michigan,mi,,,,,,,,left_only
16330,colfax_township_(wexford_cnty),michigan,mi,,,,,,,,left_only
16332,coloma_charter_township,michigan,mi,,,,,,,,left_only
16334,colon_township,michigan,mi,,,,,,,,left_only
16335,columbia_township_(jackson_cnty),michigan,mi,,,,,,,,left_only
16336,columbia_township_(tuscola_cnty),michigan,mi,,,,,,,,left_only
16337,columbia_township_(van_buren_cnty),michigan,mi,,,,,,,,left_only
16339,columbus_township_(luce_cnty),michigan,mi,,,,,,,,left_only
16340,columbus_township_(st._clair_cnty),michigan,mi,,,,,,,,left_only
16341,comins,michigan,mi,,,,,,,,left_only
16342,commerce_charter_township,michigan,mi,,,,,,,,left_only
16343,comstock_charter_township,michigan,mi,,,,,,,,left_only
16347,concord_township,michigan,mi,,,,,,,,left_only
16349,constantine_township,michigan,mi,,,,,,,,left_only
16350,convis,michigan,mi,,,,,,,,left_only
16352,conway_township,michigan,mi,,,,,,,,left_only
16353,cooper_charter_township,michigan,mi,,,,,,,,left_only
16358,cornell,michigan,mi,,,,,,,,left_only
16360,corwith,michigan,mi,,,,,,,,left_only
16361,cottrellville,michigan,mi,,,,,,,,left_only
16362,courtland,michigan,mi,,,,,,,,left_only
16363,covert,michigan,mi,,,,,,,,left_only
16365,crockery,michigan,mi,,,,,,,,left_only
16367,cross_village_township,michigan,mi,,,,,,,,left_only
16369,croton,michigan,mi,,,,,,,,left_only
16371,crystal_falls_township,michigan,mi,,,,,,,,left_only
16372,crystal_lake,michigan,mi,,,,,,,,left_only
16374,crystal_township_(montcalm_cnty),michigan,mi,,,,,,,,left_only
16375,crystal_township_(oceana_cnty),michigan,mi,,,,,,,,left_only
16376,cumming,michigan,mi,,,,,,,,left_only
16377,curtis,michigan,mi,,,,,,,,left_only
16379,custer_township_(antrim_cnty),michigan,mi,,,,,,,,left_only
16380,custer_township_(mason_cnty),michigan,mi,,,,,,,,left_only
16381,custer_township_(sanilac_cnty),michigan,mi,,,,,,,,left_only
16383,dafter,michigan,mi,,,,,,,,left_only
16385,daggett_township,michigan,mi,,,,,,,,left_only
16386,dallas,michigan,mi,,,,,,,,left_only
16387,dalton,michigan,mi,,,,,,,,left_only
16388,danby,michigan,mi,,,,,,,,left_only
16391,davison_township,michigan,mi,,,,,,,,left_only
16392,day,michigan,mi,,,,,,,,left_only
16393,dayton_township_(newaygo_cnty),michigan,mi,,,,,,,,left_only
16394,dayton_township_(tuscola_cnty),michigan,mi,,,,,,,,left_only
16399,decatur_township,michigan,mi,,,,,,,,left_only
16401,deep_river,michigan,mi,,,,,,,,left_only
16403,deerfield_township_(isabella_cnty),michigan,mi,,,,,,,,left_only
16404,deerfield_township_(lapeer_cnty),michigan,mi,,,,,,,,left_only
16405,deerfield_township_(lenawee_cnty),michigan,mi,,,,,,,,left_only
16406,deerfield_township_(livingston_cnty),michigan,mi,,,,,,,,left_only
16407,deerfield_township_(mecosta_cnty),michigan,mi,,,,,,,,left_only
16408,delaware,michigan,mi,,,,,,,,left_only
16409,delhi_charter_township,michigan,mi,,,,,,,,left_only
16410,delta_charter_township,michigan,mi,,,,,,,,left_only
16412,denmark,michigan,mi,,,,,,,,left_only
16413,denton,michigan,mi,,,,,,,,left_only
16414,denver_township_(isabella_cnty),michigan,mi,,,,,,,,left_only
16415,denver_township_(newaygo_cnty),michigan,mi,,,,,,,,left_only
16416,detour,michigan,mi,,,,,,,,left_only
16420,dewitt_charter_township,michigan,mi,,,,,,,,left_only
16422,dexter_township,michigan,mi,,,,,,,,left_only
16423,dickson,michigan,mi,,,,,,,,left_only
16428,douglass,michigan,mi,,,,,,,,left_only
16429,dover_township_(lake_cnty),michigan,mi,,,,,,,,left_only
16430,dover_township_(lenawee_cnty),michigan,mi,,,,,,,,left_only
16431,dover_township_(otsego_cnty),michigan,mi,,,,,,,,left_only
16434,doyle,michigan,mi,,,,,,,,left_only
16435,drummond,michigan,mi,,,,,,,,left_only
16437,dryden_township,michigan,mi,,,,,,,,left_only
16438,duncan,michigan,mi,,,,,,,,left_only
16440,dundee_township,michigan,mi,,,,,,,,left_only
16441,duplain,michigan,mi,,,,,,,,left_only
16443,dwight,michigan,mi,,,,,,,,left_only
16446,eagle_harbor_township,michigan,mi,,,,,,,,left_only
16448,eagle_township,michigan,mi,,,,,,,,left_only
16449,east_bay,michigan,mi,,,,,,,,left_only
16450,east_china,michigan,mi,,,,,,,,left_only
16456,easton,michigan,mi,,,,,,,,left_only
16460,eaton,michigan,mi,,,,,,,,left_only
16462,eaton_rapids_township,michigan,mi,,,,,,,,left_only
16464,echo,michigan,mi,,,,,,,,left_only
16465,eckford,michigan,mi,,,,,,,,left_only
16467,eden_township_(lake_cnty),michigan,mi,,,,,,,,left_only
16468,eden_township_(mason_cnty),michigan,mi,,,,,,,,left_only
16469,edenville,michigan,mi,,,,,,,,left_only
16472,edwards,michigan,mi,,,,,,,,left_only
16474,egelston,michigan,mi,,,,,,,,left_only
16475,elba_township_(gratiot_cnty),michigan,mi,,,,,,,,left_only
16476,elba_township_(lapeer_cnty),michigan,mi,,,,,,,,left_only
16478,elbridge,michigan,mi,,,,,,,,left_only
16480,elk_rapids_township,michigan,mi,,,,,,,,left_only
16481,elk_township_(lake_cnty),michigan,mi,,,,,,,,left_only
16482,elk_township_(sanilac_cnty),michigan,mi,,,,,,,,left_only
16483,elkland,michigan,mi,,,,,,,,left_only
16485,ellington,michigan,mi,,,,,,,,left_only
16486,ellis,michigan,mi,,,,,,,,left_only
16488,ellsworth_township,michigan,mi,,,,,,,,left_only
16489,elm_river,michigan,mi,,,,,,,,left_only
16490,elmer_township_(oscoda_cnty),michigan,mi,,,,,,,,left_only
16491,elmer_township_(sanilac_cnty),michigan,mi,,,,,,,,left_only
16492,elmira,michigan,mi,,,,,,,,left_only
16493,elmwood,michigan,mi,,,,,,,,left_only
16494,elmwood_charter_township,michigan,mi,,,,,,,,left_only
16496,ely,michigan,mi,,,,,,,,left_only
16497,emerson,michigan,mi,,,,,,,,left_only
16499,emmett_charter_township,michigan,mi,,,,,,,,left_only
16500,emmett_township,michigan,mi,,,,,,,,left_only
16502,empire_township,michigan,mi,,,,,,,,left_only
16503,ensign,michigan,mi,,,,,,,,left_only
16504,ensley,michigan,mi,,,,,,,,left_only
16505,enterprise,michigan,mi,,,,,,,,left_only
16506,erie,michigan,mi,,,,,,,,left_only
16507,erwin,michigan,mi,,,,,,,,left_only
16509,escanaba_township,michigan,mi,,,,,,,,left_only
16510,essex,michigan,mi,,,,,,,,left_only
16514,evangeline,michigan,mi,,,,,,,,left_only
16516,evart_township,michigan,mi,,,,,,,,left_only
16517,eveline,michigan,mi,,,,,,,,left_only
16518,everett,michigan,mi,,,,,,,,left_only
16519,evergreen_township_(montcalm_cnty),michigan,mi,,,,,,,,left_only
16520,evergreen_township_(sanilac_cnty),michigan,mi,,,,,,,,left_only
16521,ewing,michigan,mi,,,,,,,,left_only
16522,excelsior,michigan,mi,,,,,,,,left_only
16523,exeter,michigan,mi,,,,,,,,left_only
16524,fabius,michigan,mi,,,,,,,,left_only
16526,fairbanks,michigan,mi,,,,,,,,left_only
16527,fairfield_township_(lenawee_cnty),michigan,mi,,,,,,,,left_only
16528,fairfield_township_(shiawassee_cnty),michigan,mi,,,,,,,,left_only
16530,fairgrove_township,michigan,mi,,,,,,,,left_only
16531,fairhaven,michigan,mi,,,,,,,,left_only
16532,fairplain,michigan,mi,,,,,,,,left_only
16533,faithorn,michigan,mi,,,,,,,,left_only
16537,fawn_river,michigan,mi,,,,,,,,left_only
16538,fayette,michigan,mi,,,,,,,,left_only
16539,felch,michigan,mi,,,,,,,,left_only
16542,fenton_charter_township,michigan,mi,,,,,,,,left_only
16544,ferris,michigan,mi,,,,,,,,left_only
16545,ferry,michigan,mi,,,,,,,,left_only
16548,fife_lake_township,michigan,mi,,,,,,,,left_only
16549,filer_charter_township,michigan,mi,,,,,,,,left_only
16551,fillmore,michigan,mi,,,,,,,,left_only
16554,flint_charter_township,michigan,mi,,,,,,,,left_only
16555,florence,michigan,mi,,,,,,,,left_only
16556,flowerfield,michigan,mi,,,,,,,,left_only
16558,flushing_charter_township,michigan,mi,,,,,,,,left_only
16559,flynn,michigan,mi,,,,,,,,left_only
16560,ford_river,michigan,mi,,,,,,,,left_only
16562,forest_home,michigan,mi,,,,,,,,left_only
16563,forest_township_(cheboygan_cnty),michigan,mi,,,,,,,,left_only
16564,forest_township_(genesee_cnty),michigan,mi,,,,,,,,left_only
16565,forest_township_(missaukee_cnty),michigan,mi,,,,,,,,left_only
16566,forester,michigan,mi,,,,,,,,left_only
16568,fork,michigan,mi,,,,,,,,left_only
16569,forsyth,michigan,mi,,,,,,,,left_only
16570,fort_gratiot_charter_township,michigan,mi,,,,,,,,left_only
16571,foster,michigan,mi,,,,,,,,left_only
16576,frankenlust,michigan,mi,,,,,,,,left_only
16578,frankenmuth_township,michigan,mi,,,,,,,,left_only
16581,franklin_township_(clare_cnty),michigan,mi,,,,,,,,left_only
16582,franklin_township_(houghton_cnty),michigan,mi,,,,,,,,left_only
16583,franklin_township_(lenawee_cnty),michigan,mi,,,,,,,,left_only
16585,fraser_township,michigan,mi,,,,,,,,left_only
16586,frederic,michigan,mi,,,,,,,,left_only
16587,fredonia,michigan,mi,,,,,,,,left_only
16589,free_soil_township,michigan,mi,,,,,,,,left_only
16590,freedom,michigan,mi,,,,,,,,left_only
16592,freeman,michigan,mi,,,,,,,,left_only
16595,fremont_township_(isabella_cnty),michigan,mi,,,,,,,,left_only
16596,fremont_township_(saginaw_cnty),michigan,mi,,,,,,,,left_only
16597,fremont_township_(sanilac_cnty),michigan,mi,,,,,,,,left_only
16598,fremont_township_(tuscola_cnty),michigan,mi,,,,,,,,left_only
16599,frenchtown,michigan,mi,,,,,,,,left_only
16600,friendship,michigan,mi,,,,,,,,left_only
16601,frost,michigan,mi,,,,,,,,left_only
16602,fruitland,michigan,mi,,,,,,,,left_only
16604,fruitport_charter_township,michigan,mi,,,,,,,,left_only
16609,gaines_charter_township,michigan,mi,,,,,,,,left_only
16610,gaines_township,michigan,mi,,,,,,,,left_only
16613,galien_township,michigan,mi,,,,,,,,left_only
16614,ganges,michigan,mi,,,,,,,,left_only
16617,garden_township,michigan,mi,,,,,,,,left_only
16618,garfield_charter_township,michigan,mi,,,,,,,,left_only
16619,garfield_township_(bay_cnty),michigan,mi,,,,,,,,left_only
16620,garfield_township_(clare_cnty),michigan,mi,,,,,,,,left_only
16621,garfield_township_(kalkaska_cnty),michigan,mi,,,,,,,,left_only
16622,garfield_township_(mackinac_cnty),michigan,mi,,,,,,,,left_only
16623,garfield_township_(newaygo_cnty),michigan,mi,,,,,,,,left_only
16625,genesee_charter_township,michigan,mi,,,,,,,,left_only
16626,geneva_township_(midland_cnty),michigan,mi,,,,,,,,left_only
16627,geneva_township_(van_buren_cnty),michigan,mi,,,,,,,,left_only
16628,genoa,michigan,mi,,,,,,,,left_only
16629,georgetown_charter_township,michigan,mi,,,,,,,,left_only
16630,germfask,michigan,mi,,,,,,,,left_only
16631,gerrish,michigan,mi,,,,,,,,left_only
16633,gibson,michigan,mi,,,,,,,,left_only
16634,gilead,michigan,mi,,,,,,,,left_only
16635,gilford,michigan,mi,,,,,,,,left_only
16636,gilmore_township_(benzie_cnty),michigan,mi,,,,,,,,left_only
16637,gilmore_township_(isabella_cnty),michigan,mi,,,,,,,,left_only
16638,girard,michigan,mi,,,,,,,,left_only
16641,gladwin_township,michigan,mi,,,,,,,,left_only
16643,glen_arbor_township,michigan,mi,,,,,,,,left_only
16645,golden,michigan,mi,,,,,,,,left_only
16646,goodar,michigan,mi,,,,,,,,left_only
16647,goodland,michigan,mi,,,,,,,,left_only
16649,goodwell,michigan,mi,,,,,,,,left_only
16650,gore,michigan,mi,,,,,,,,left_only
16651,gourley,michigan,mi,,,,,,,,left_only
16654,grand_blanc_charter_township,michigan,mi,,,,,,,,left_only
16656,grand_haven_charter_township,michigan,mi,,,,,,,,left_only
16657,grand_island,michigan,mi,,,,,,,,left_only
16660,grand_rapids_charter_township,michigan,mi,,,,,,,,left_only
16663,grant_township_(cheboygan_cnty),michigan,mi,,,,,,,,left_only
16664,grant_township_(clare_cnty),michigan,mi,,,,,,,,left_only
16665,grant_township_(grand_traverse_cnty),michigan,mi,,,,,,,,left_only
16666,grant_township_(huron_cnty),michigan,mi,,,,,,,,left_only
16667,grant_township_(iosco_cnty),michigan,mi,,,,,,,,left_only
16668,grant_township_(keweenaw_cnty),michigan,mi,,,,,,,,left_only
16669,grant_township_(mason_cnty),michigan,mi,,,,,,,,left_only
16670,grant_township_(mecosta_cnty),michigan,mi,,,,,,,,left_only
16671,grant_township_(newaygo_cnty),michigan,mi,,,,,,,,left_only
16672,grant_township_(oceana_cnty),michigan,mi,,,,,,,,left_only
16673,grant_township_(st._clair_cnty),michigan,mi,,,,,,,,left_only
16675,grass_lake_charter_township,michigan,mi,,,,,,,,left_only
16676,grattan,michigan,mi,,,,,,,,left_only
16679,grayling_charter_township,michigan,mi,,,,,,,,left_only
16680,green,michigan,mi,,,,,,,,left_only
16681,green_charter_township,michigan,mi,,,,,,,,left_only
16682,green_lake,michigan,mi,,,,,,,,left_only
16683,green_oak,michigan,mi,,,,,,,,left_only
16684,greenbush_township_(alcona_cnty),michigan,mi,,,,,,,,left_only
16685,greenbush_township_(clinton_cnty),michigan,mi,,,,,,,,left_only
16686,greendale,michigan,mi,,,,,,,,left_only
16688,greenleaf,michigan,mi,,,,,,,,left_only
16690,greenwood_township_(clare_cnty),michigan,mi,,,,,,,,left_only
16691,greenwood_township_(oceana_cnty),michigan,mi,,,,,,,,left_only
16692,greenwood_township_(oscoda_cnty),michigan,mi,,,,,,,,left_only
16693,greenwood_township_(st._clair_cnty),michigan,mi,,,,,,,,left_only
16694,greenwood_township_(wexford_cnty),michigan,mi,,,,,,,,left_only
16696,grim,michigan,mi,,,,,,,,left_only
16697,grosse_ile,michigan,mi,,,,,,,,left_only
16702,grout,michigan,mi,,,,,,,,left_only
16703,groveland,michigan,mi,,,,,,,,left_only
16704,gun_plain,michigan,mi,,,,,,,,left_only
16705,gustin,michigan,mi,,,,,,,,left_only
16707,hadley,michigan,mi,,,,,,,,left_only
16708,hagar,michigan,mi,,,,,,,,left_only
16709,haight,michigan,mi,,,,,,,,left_only
16710,hamburg,michigan,mi,,,,,,,,left_only
16711,hamilton_township_(clare_cnty),michigan,mi,,,,,,,,left_only
16712,hamilton_township_(gratiot_cnty),michigan,mi,,,,,,,,left_only
16713,hamilton_township_(van_buren_cnty),michigan,mi,,,,,,,,left_only
16714,hamlin_township_(eaton_cnty),michigan,mi,,,,,,,,left_only
16715,hamlin_township_(mason_cnty),michigan,mi,,,,,,,,left_only
16716,hampton_charter_township,michigan,mi,,,,,,,,left_only
16719,hancock_township,michigan,mi,,,,,,,,left_only
