Place,StateCode,County
noble_township_(noble_cnty),in,noble county
noble_township_(rush_cnty),in,rush county
noble_township_(shelby_cnty),in,shelby county
noble_township_(wabash_cnty),in,wabash county
noblesville,in,hamilton county
noblesville_township,in,hamilton county
north_bend,in,starke county
north_crows_nest,in,marion county
north_judson,in,starke county
north_liberty,in,st. joseph county
north_manchester,in,wabash county
north_salem,in,hendricks county
north_terre_haute,in,vigo county
north_township_(lake_cnty),in,lake county
north_township_(marshall_cnty),in,marshall county
north_vernon,in,jennings county
north_webster,in,kosciusko county
northeast,in,orange county
northwest,in,orange county
norway,in,white county
notre_dame,in,st. joseph county
nottingham,in,wells county
oak_grove,in,benton county
oakland_city,in,gibson county
oaktown,in,knox county
odon,in,daviess county
ogden_dunes,in,porter county
ohio_township_(bartholomew_cnty),in,bartholomew county
ohio_township_(crawford_cnty),in,crawford county
ohio_township_(spencer_cnty),in,spencer county
ohio_township_(warrick_cnty),in,warrick county
oil,in,perry county
oldenburg,in,franklin county
olive_township_(elkhart_cnty),in,elkhart county
olive_township_(st._joseph_cnty),in,st. joseph county
onward,in,cass county
oolitic,in,lawrence county
orange_township_(fayette_cnty),in,fayette county
orange_township_(noble_cnty),in,noble county
orange_township_(rush_cnty),in,rush county
orangeville,in,orange county
oregon_township_(clark_cnty),in,clark county
oregon_township_(starke_cnty),in,starke county
orestes,in,madison county
orland,in,steuben county
orleans,in,orange county
orleans_township,in,orange county
osceola,in,st. joseph county
osgood,in,ripley county
osolo,in,elkhart county
ossian,in,wells county
otsego,in,steuben county
otter_creek_township_(ripley_cnty),in,ripley county
otter_creek_township_(vigo_cnty),in,vigo county
otterbein,in,benton county
otwell,in,pike county
owen_township_(clark_cnty),in,clark county
owen_township_(clinton_cnty),in,clinton county
owen_township_(jackson_cnty),in,jackson county
owen_township_(warrick_cnty),in,warrick county
owensburg,in,greene county
owensville,in,gibson county
oxford,in,benton county
painted_hills,in,morgan county
palmyra,in,harrison county
palmyra_township,in,knox county
paoli,in,orange county
paoli_township,in,orange county
paragon,in,morgan county
parish_grove,in,benton county
parker_city,in,randolph county
parkers_settlement,in,posey county
patoka,in,gibson county
patoka_township_(crawford_cnty),in,crawford county
patoka_township_(dubois_cnty),in,dubois county
patoka_township_(gibson_cnty),in,gibson county
patoka_township_(pike_cnty),in,pike county
patriot,in,switzerland county
paw_paw,in,wabash county
pendleton,in,madison county
penn_township_(jay_cnty),in,jay county
penn_township_(parke_cnty),in,parke county
penn_township_(st._joseph_cnty),in,st. joseph county
pennville,in,jay county
perry_township_(allen_cnty),in,allen county
perry_township_(boone_cnty),in,boone county
perry_township_(clay_cnty),in,clay county
perry_township_(clinton_cnty),in,clinton county
perry_township_(delaware_cnty),in,delaware county
perry_township_(lawrence_cnty),in,lawrence county
perry_township_(marion_cnty),in,marion county
perry_township_(martin_cnty),in,martin county
perry_township_(miami_cnty),in,miami county
perry_township_(monroe_cnty),in,monroe county
perry_township_(noble_cnty),in,noble county
perry_township_(tippecanoe_cnty),in,tippecanoe county
perry_township_(vanderburgh_cnty),in,vanderburgh county
perry_township_(wayne_cnty),in,wayne county
perrysville,in,vermillion county
pershing,in,jackson county
peru,in,miami county
peru_township,in,miami county
petersburg,in,pike county
pierce,in,washington county
pierceton,in,kosciusko county
pierson,in,vigo county
pigeon_township_(vanderburgh_cnty),in,vanderburgh county
pigeon_township_(warrick_cnty),in,warrick county
pike_township_(jay_cnty),in,jay county
pike_township_(marion_cnty),in,marion county
pike_township_(ohio_cnty),in,ohio county
pike_township_(warren_cnty),in,warren county
pine_township_(benton_cnty),in,benton county
pine_township_(porter_cnty),in,porter county
pine_township_(warren_cnty),in,warren county
pine_village,in,warren county
pipe_creek_township_(madison_cnty),in,madison county
pipe_creek_township_(miami_cnty),in,miami county
pittsboro,in,hendricks county
plain,in,kosciusko county
plainfield,in,hendricks county
plainville,in,daviess county
pleasant_run,in,lawrence county
pleasant_township_(allen_cnty),in,allen county
pleasant_township_(grant_cnty),in,grant county
pleasant_township_(johnson_cnty),in,johnson county
pleasant_township_(la_porte_cnty),in,laporte county
pleasant_township_(porter_cnty),in,porter county
pleasant_township_(steuben_cnty),in,steuben county
pleasant_township_(switzerland_cnty),in,switzerland county
pleasant_township_(wabash_cnty),in,wabash county
plymouth,in,marshall county
point,in,posey county
polk_township_(huntington_cnty),in,huntington county
polk_township_(marshall_cnty),in,marshall county
polk_township_(monroe_cnty),in,monroe county
polk_township_(washington_cnty),in,washington county
poneto,in,wells county
portage,in,porter county
portage_township_(porter_cnty),in,porter county
portage_township_(st._joseph_cnty),in,st. joseph county
porter,in,porter county
porter_township,in,porter county
portland,in,jay county
posey_township_(clay_cnty),in,clay county
posey_township_(fayette_cnty),in,fayette county
posey_township_(franklin_cnty),in,franklin county
posey_township_(harrison_cnty),in,harrison county
posey_township_(rush_cnty),in,rush county
posey_township_(switzerland_cnty),in,switzerland county
posey_township_(washington_cnty),in,washington county
poseyville,in,posey county
pottawattamie_park,in,laporte county
prairie_creek,in,vigo county
prairie_township_(henry_cnty),in,henry county
prairie_township_(kosciusko_cnty),in,kosciusko county
prairie_township_(la_porte_cnty),in,laporte county
prairie_township_(tipton_cnty),in,tipton county
prairie_township_(warren_cnty),in,warren county
prairie_township_(white_cnty),in,white county
prairieton,in,vigo county
preble,in,adams county
princes_lakes,in,johnson county
princeton,in,gibson county
princeton_township,in,white county
raccoon,in,parke county
raglesville,in,daviess county
ragsdale,in,knox county
railroad,in,starke county
randolph_township_(ohio_cnty),in,ohio county
randolph_township_(tippecanoe_cnty),in,tippecanoe county
ray_township_(franklin_cnty),in,franklin county
ray_township_(morgan_cnty),in,morgan county
redding,in,jackson county
redkey,in,jay county
reeve,in,daviess county
remington,in,jasper county
rensselaer,in,jasper county
republican,in,jefferson county
reserve,in,parke county
reynolds,in,white county
rich_grove,in,pulaski county
richland,in,spencer county
richland_township_(benton_cnty),in,benton county
richland_township_(de_kalb_cnty),in,dekalb county
richland_township_(fountain_cnty),in,fountain county
richland_township_(fulton_cnty),in,fulton county
richland_township_(grant_cnty),in,grant county
richland_township_(greene_cnty),in,greene county
richland_township_(jay_cnty),in,jay county
richland_township_(madison_cnty),in,madison county
richland_township_(miami_cnty),in,miami county
richland_township_(monroe_cnty),in,monroe county
richland_township_(rush_cnty),in,rush county
richland_township_(steuben_cnty),in,steuben county
richland_township_(whitley_cnty),in,whitley county
richmond,in,wayne county
ridgeville,in,randolph county
riley,in,vigo county
riley_township,in,vigo county
ripley_township_(montgomery_cnty),in,montgomery county
ripley_township_(rush_cnty),in,rush county
rising_sun,in,ohio county
river_forest,in,madison county
roachdale,in,putnam county
roann,in,wabash county
roanoke,in,huntington county
robb,in,posey county
robinson,in,posey county
rochester,in,fulton county
rochester_township,in,fulton county
rock_creek_township_(bartholomew_cnty),in,bartholomew county
rock_creek_township_(carroll_cnty),in,carroll county
rock_creek_township_(huntington_cnty),in,huntington county
rockcreek,in,wells county
rockport,in,spencer county
rockville,in,parke county
rocky_ripple,in,marion county
rolling_prairie,in,laporte county
rome_city,in,noble county
root,in,adams county
rosedale,in,parke county
roseland,in,st. joseph county
roselawn,in,newton county
ross_township_(clinton_cnty),in,clinton county
ross_township_(lake_cnty),in,lake county
rossville,in,clinton county
round_grove,in,white county
royal_center,in,cass county
rushville,in,rush county
rushville_township,in,rush county
russell,in,putnam county
russellville,in,putnam county
russiaville,in,howard county
rutherford,in,martin county
salamonia,in,jay county
salamonie,in,huntington county
salem,in,washington county
salem_township_(delaware_cnty),in,delaware county
salem_township_(pulaski_cnty),in,pulaski county
salem_township_(steuben_cnty),in,steuben county
salt_creek_commons,in,porter county
salt_creek_township_(franklin_cnty),in,franklin county
salt_creek_township_(jackson_cnty),in,jackson county
salt_creek_township_(monroe_cnty),in,monroe county
saltcreek,in,decatur county
saltillo,in,washington county
saluda,in,jefferson county
san_pierre,in,starke county
sand_creek_township_(bartholomew_cnty),in,bartholomew county
sand_creek_township_(jennings_cnty),in,jennings county
sandborn,in,knox county
sandcreek,in,decatur county
santa_claus,in,spencer county
saratoga,in,randolph county
schererville,in,lake county
schneider,in,lake county
scipio_township_(allen_cnty),in,allen county
scipio_township_(la_porte_cnty),in,laporte county
scotland,in,greene county
scott_township_(kosciusko_cnty),in,kosciusko county
scott_township_(montgomery_cnty),in,montgomery county
scott_township_(steuben_cnty),in,steuben county
scott_township_(vanderburgh_cnty),in,vanderburgh county
scottsburg,in,scott county
seelyville,in,vigo county
sellersburg,in,clark county
selma,in,delaware county
seward,in,kosciusko county
seymour,in,jackson county
shadeland,in,tippecanoe county
shamrock_lakes,in,blackford county
sharpsville,in,tipton county
shawnee,in,fountain county
shawswick,in,lawrence county
sheffield,in,tippecanoe county
shelburn,in,sullivan county
shelby,in,lake county
shelby_township_(jefferson_cnty),in,jefferson county
shelby_township_(ripley_cnty),in,ripley county
shelby_township_(shelby_cnty),in,shelby county
shelby_township_(tippecanoe_cnty),in,tippecanoe county
shelbyville,in,shelby county
shepardsville,in,vigo county
sheridan,in,hamilton county
shipshewana,in,lagrange county
shirley,in,hancock county
shoals,in,martin county
shorewood_forest,in,porter county
sidney,in,kosciusko county
silver_creek,in,clark county
silver_lake,in,kosciusko county
simonton_lake,in,elkhart county
sims,in,grant county
sims_township,in,grant county
skelton,in,warrick county
smith_township_(greene_cnty),in,greene county
smith_township_(posey_cnty),in,posey county
smith_township_(whitley_cnty),in,whitley county
smithfield,in,dekalb county
smithville-sanders,in,monroe county
smyrna,in,jefferson county
somerset,in,wabash county
somerville,in,gibson county
south_bend,in,st. joseph county
south_haven,in,porter county
south_whitley,in,whitley county
southeast,in,orange county
southport,in,marion county
sparta_township_(dearborn_cnty),in,dearborn county
sparta_township_(noble_cnty),in,noble county
speedway,in,marion county
spencer,in,owen county
spencer_township_(de_kalb_cnty),in,dekalb county
spencer_township_(harrison_cnty),in,harrison county
spencer_township_(jennings_cnty),in,jennings county
spice_valley,in,lawrence county
spiceland,in,henry county
spiceland_township,in,henry county
spring_grove,in,wayne county
spring_hill,in,marion county
spring_lake,in,hancock county
springfield_township_(allen_cnty),in,allen county
springfield_township_(franklin_cnty),in,franklin county
springfield_township_(la_porte_cnty),in,laporte county
springfield_township_(lagrange_cnty),in,lagrange county
springport,in,henry county
spurgeon,in,pike county
st._bernice,in,vermillion county
st._joe,in,dekalb county
st._john,in,lake county
st._john_township,in,lake county
st._joseph,in,allen county
st._leon,in,dearborn county
st._mary_of_the_woods,in,vigo county
st._marys,in,adams county
st._meinrad,in,spencer county
st._paul,in,decatur county
stafford_township_(de_kalb_cnty),in,dekalb county
stafford_township_(greene_cnty),in,greene county
stampers_creek,in,orange county
star_city,in,pulaski county
state_line_city,in,warren county
staunton,in,clay county
steele,in,daviess county
steen,in,knox county
sterling,in,crawford county
steuben_township_(steuben_cnty),in,steuben county
steuben_township_(warren_cnty),in,warren county
stilesville,in,hendricks county
stinesville,in,monroe county
stockton,in,greene county
stockwell,in,tippecanoe county
stoney_creek_township_(henry_cnty),in,henry county
stoney_creek_township_(randolph_cnty),in,randolph county
stony_creek,in,madison county
straughn,in,henry county
sugar_creek_township_(boone_cnty),in,boone county
sugar_creek_township_(clinton_cnty),in,clinton county
sugar_creek_township_(hancock_cnty),in,hancock county
sugar_creek_township_(montgomery_cnty),in,montgomery county
sugar_creek_township_(parke_cnty),in,parke county
sugar_creek_township_(shelby_cnty),in,shelby county
sugar_creek_township_(vigo_cnty),in,vigo county
sugar_ridge,in,clay county
sullivan,in,sullivan county
sulphur_springs,in,henry county
summitville,in,madison county
sunman,in,ripley county
swan,in,noble county
swayzee,in,grant county
sweetser,in,grant county
switz_city,in,greene county
syracuse,in,kosciusko county
taylor_township_(greene_cnty),in,greene county
taylor_township_(harrison_cnty),in,harrison county
taylor_township_(howard_cnty),in,howard county
taylor_township_(owen_cnty),in,owen county
taylorsville,in,bartholomew county
tecumseh,in,vigo county
tell_city,in,perry county
tennyson,in,warrick county
terre_haute,in,vigo county
thorncreek,in,whitley county
thorntown,in,boone county
tippecanoe_township_(carroll_cnty),in,carroll county
tippecanoe_township_(kosciusko_cnty),in,kosciusko county
tippecanoe_township_(marshall_cnty),in,marshall county
tippecanoe_township_(pulaski_cnty),in,pulaski county
tippecanoe_township_(tippecanoe_cnty),in,tippecanoe county
tipton,in,tipton county
tipton_township,in,cass county
toad_hop,in,vigo county
tobin,in,perry county
topeka,in,lagrange county
town_of_pines,in,porter county
trafalgar,in,johnson county
trail_creek,in,laporte county
tri-lakes,in,whitley county
troy,in,perry county
troy_township_(de_kalb_cnty),in,dekalb county
troy_township_(fountain_cnty),in,fountain county
troy_township_(perry_cnty),in,perry county
turkey_creek,in,kosciusko county
turman,in,sullivan county
ulen,in,boone county
union_city,in,randolph county
union_township_(adams_cnty),in,adams county
union_township_(benton_cnty),in,benton county
union_township_(clark_cnty),in,clark county
union_township_(clinton_cnty),in,clinton county
union_township_(crawford_cnty),in,crawford county
union_township_(de_kalb_cnty),in,dekalb county
union_township_(delaware_cnty),in,delaware county
union_township_(elkhart_cnty),in,elkhart county
union_township_(fulton_cnty),in,fulton county
union_township_(gibson_cnty),in,gibson county
union_township_(hendricks_cnty),in,hendricks county
union_township_(howard_cnty),in,howard county
union_township_(huntington_cnty),in,huntington county
union_township_(jasper_cnty),in,jasper county
union_township_(johnson_cnty),in,johnson county
union_township_(la_porte_cnty),in,laporte county
union_township_(madison_cnty),in,madison county
union_township_(marshall_cnty),in,marshall county
union_township_(miami_cnty),in,miami county
union_township_(montgomery_cnty),in,montgomery county
union_township_(ohio_cnty),in,ohio county
union_township_(parke_cnty),in,parke county
union_township_(perry_cnty),in,perry county
union_township_(porter_cnty),in,porter county
union_township_(randolph_cnty),in,randolph county
union_township_(rush_cnty),in,rush county
union_township_(shelby_cnty),in,shelby county
union_township_(st._joseph_cnty),in,st. joseph county
union_township_(tippecanoe_cnty),in,tippecanoe county
union_township_(union_cnty),in,union county
union_township_(vanderburgh_cnty),in,vanderburgh county
union_township_(wells_cnty),in,wells county
union_township_(white_cnty),in,white county
union_township_(whitley_cnty),in,whitley county
uniondale,in,wells county
universal,in,vermillion county
upland,in,grant county
utica,in,clark county
utica_township,in,clark county
vallonia,in,jackson county
valparaiso,in,porter county
van_bibber_lake,in,putnam county
van_buren,in,grant county
van_buren_township_(brown_cnty),in,brown county
van_buren_township_(clay_cnty),in,clay county
van_buren_township_(daviess_cnty),in,daviess county
van_buren_township_(fountain_cnty),in,fountain county
van_buren_township_(grant_cnty),in,grant county
van_buren_township_(kosciusko_cnty),in,kosciusko county
van_buren_township_(lagrange_cnty),in,lagrange county
van_buren_township_(madison_cnty),in,madison county
van_buren_township_(monroe_cnty),in,monroe county
van_buren_township_(pulaski_cnty),in,pulaski county
van_buren_township_(shelby_cnty),in,shelby county
veale,in,daviess county
veedersburg,in,fountain county
vera_cruz,in,wells county
vermillion,in,vermillion county
vernon,in,jennings county
vernon_township_(hancock_cnty),in,hancock county
vernon_township_(jackson_cnty),in,jackson county
vernon_township_(jennings_cnty),in,jennings county
vernon_township_(washington_cnty),in,washington county
versailles,in,ripley county
vevay,in,switzerland county
vienna,in,scott county
vigo,in,knox county
vincennes,in,knox county
vincennes_township,in,knox county
wabash,in,wabash county
wabash_township_(adams_cnty),in,adams county
wabash_township_(fountain_cnty),in,fountain county
wabash_township_(jay_cnty),in,jay county
wabash_township_(parke_cnty),in,parke county
wabash_township_(tippecanoe_cnty),in,tippecanoe county
wakarusa,in,elkhart county
waldron,in,shelby county
walker_township_(jasper_cnty),in,jasper county
walker_township_(rush_cnty),in,rush county
walkerton,in,st. joseph county
wallace,in,fountain county
walnut_township_(marshall_cnty),in,marshall county
walnut_township_(montgomery_cnty),in,montgomery county
walton,in,cass county
waltz,in,wabash county
wanatah,in,laporte county
ward,in,randolph county
warren,in,huntington county
warren_park,in,marion county
warren_township_(clinton_cnty),in,clinton county
warren_township_(huntington_cnty),in,huntington county
warren_township_(marion_cnty),in,marion county
warren_township_(putnam_cnty),in,putnam county
warren_township_(st._joseph_cnty),in,st. joseph county
warren_township_(warren_cnty),in,warren county
warsaw,in,kosciusko county
washington,in,daviess county
washington_township_(adams_cnty),in,adams county
washington_township_(allen_cnty),in,allen county
washington_township_(blackford_cnty),in,blackford county
washington_township_(boone_cnty),in,boone county
washington_township_(brown_cnty),in,brown county
washington_township_(carroll_cnty),in,carroll county
washington_township_(cass_cnty),in,cass county
washington_township_(clark_cnty),in,clark county
washington_township_(clay_cnty),in,clay county
washington_township_(clinton_cnty),in,clinton county
washington_township_(daviess_cnty),in,daviess county
washington_township_(dearborn_cnty),in,dearborn county
washington_township_(decatur_cnty),in,decatur county
washington_township_(delaware_cnty),in,delaware county
washington_township_(elkhart_cnty),in,elkhart county
washington_township_(gibson_cnty),in,gibson county
washington_township_(grant_cnty),in,grant county
washington_township_(greene_cnty),in,greene county
washington_township_(hamilton_cnty),in,hamilton county
washington_township_(harrison_cnty),in,harrison county
washington_township_(hendricks_cnty),in,hendricks county
washington_township_(jackson_cnty),in,jackson county
washington_township_(knox_cnty),in,knox county
washington_township_(kosciusko_cnty),in,kosciusko county
washington_township_(la_porte_cnty),in,laporte county
washington_township_(marion_cnty),in,marion county
washington_township_(miami_cnty),in,miami county
washington_township_(monroe_cnty),in,monroe county
washington_township_(morgan_cnty),in,morgan county
washington_township_(newton_cnty),in,newton county
washington_township_(noble_cnty),in,noble county
washington_township_(owen_cnty),in,owen county
washington_township_(parke_cnty),in,parke county
washington_township_(pike_cnty),in,pike county
washington_township_(porter_cnty),in,porter county
washington_township_(putnam_cnty),in,putnam county
washington_township_(randolph_cnty),in,randolph county
washington_township_(ripley_cnty),in,ripley county
washington_township_(rush_cnty),in,rush county
washington_township_(shelby_cnty),in,shelby county
washington_township_(starke_cnty),in,starke county
washington_township_(tippecanoe_cnty),in,tippecanoe county
washington_township_(warren_cnty),in,warren county
washington_township_(washington_cnty),in,washington county
washington_township_(wayne_cnty),in,wayne county
washington_township_(whitley_cnty),in,whitley county
waterloo,in,dekalb county
waterloo_township,in,fayette county
waveland,in,montgomery county
wayne_township_(allen_cnty),in,allen county
wayne_township_(bartholomew_cnty),in,bartholomew county
wayne_township_(fulton_cnty),in,fulton county
wayne_township_(hamilton_cnty),in,hamilton county
wayne_township_(henry_cnty),in,henry county
wayne_township_(huntington_cnty),in,huntington county
wayne_township_(jay_cnty),in,jay county
wayne_township_(kosciusko_cnty),in,kosciusko county
wayne_township_(marion_cnty),in,marion county
wayne_township_(montgomery_cnty),in,montgomery county
wayne_township_(noble_cnty),in,noble county
wayne_township_(owen_cnty),in,owen county
wayne_township_(randolph_cnty),in,randolph county
wayne_township_(starke_cnty),in,starke county
wayne_township_(tippecanoe_cnty),in,tippecanoe county
wayne_township_(wayne_cnty),in,wayne county
waynetown,in,montgomery county
wea,in,tippecanoe county
webster_township_(harrison_cnty),in,harrison county
webster_township_(wayne_cnty),in,wayne county
west,in,marshall county
west_baden_springs,in,orange county
west_college_corner,in,union county
west_creek,in,lake county
west_harrison,in,dearborn county
west_lafayette,in,tippecanoe county
west_lebanon,in,warren county
west_point,in,tippecanoe county
west_point_township,in,white county
west_terre_haute,in,vigo county
westchester,in,porter county
westfield,in,hamilton county
westphalia,in,knox county
westport,in,decatur county
westville,in,laporte county
wheatfield,in,jasper county
wheatfield_township,in,jasper county
wheatland,in,knox county
wheeler,in,porter county
whiskey_run,in,crawford county
white_post,in,pulaski county
white_river_township_(gibson_cnty),in,gibson county
white_river_township_(hamilton_cnty),in,hamilton county
white_river_township_(johnson_cnty),in,johnson county
white_river_township_(randolph_cnty),in,randolph county
whiteland,in,johnson county
whitestown,in,boone county
whitewater,in,wayne county
whitewater_township,in,franklin county
whiting,in,lake county
widner,in,knox county
wildcat,in,tipton county
wilkinson,in,hancock county
williams,in,lawrence county
williams_creek,in,marion county
williamsport,in,warren county
wills,in,laporte county
wilmington,in,dekalb county
winamac,in,pulaski county
winchester,in,randolph county
windfall_city,in,tipton county
winfield,in,lake county
winfield_township,in,lake county
wingate,in,montgomery county
winona_lake,in,kosciusko county
winslow,in,pike county
wolcott,in,white county
wolcottville,in,noble county
wood,in,clark county
woodburn,in,allen county
woodlawn_heights,in,madison county
worth,in,boone county
worthington,in,greene county
wright,in,greene county
wynnedale,in,marion county
yeoman,in,carroll county
york_township_(benton_cnty),in,benton county
york_township_(dearborn_cnty),in,dearborn county
york_township_(elkhart_cnty),in,elkhart county
york_township_(noble_cnty),in,noble county
york_township_(steuben_cnty),in,steuben county
york_township_(switzerland_cnty),in,switzerland county
yorktown,in,delaware county
zanesville,in,wells county
zionsville,in,boone county
ackley,ia,hardin county
ackworth,ia,warren county
adair,ia,adair county
adel,ia,dallas county
afton,ia,union county
agency,ia,wapello county
ainsworth,ia,washington county
akron,ia,plymouth county
albert_city,ia,buena vista county
albia,ia,monroe county
albion,ia,marshall county
alburnett,ia,linn county
alden,ia,hardin county
alexander,ia,franklin county
algona,ia,kossuth county
alleman,ia,polk county
allerton,ia,wayne county
allison,ia,butler county
alta,ia,buena vista county
alta_vista,ia,chickasaw county
alton,ia,sioux county
altoona,ia,polk county
alvord,ia,lyon county
amana,ia,iowa county
ames,ia,story county
anamosa,ia,jones county
anderson,ia,fremont county
andover,ia,clinton county
andrew,ia,jackson county
anita,ia,cass county
ankeny,ia,polk county
anthon,ia,woodbury county
aplington,ia,butler county
arcadia,ia,carroll county
archer,ia,o'brien county
aredale,ia,butler county
arion,ia,crawford county
arispe,ia,union county
arlington,ia,fayette county
armstrong,ia,emmet county
arnolds_park,ia,dickinson county
arthur,ia,ida county
asbury,ia,dubuque county
ashton,ia,osceola county
aspinwall,ia,crawford county
atalissa,ia,muscatine county
athelstan,ia,taylor county
atkins,ia,benton county
atlantic,ia,cass county
auburn,ia,sac county
audubon,ia,audubon county
aurelia,ia,cherokee county
aurora,ia,buchanan county
avoca,ia,pottawattamie county
ayrshire,ia,palo alto county
badger,ia,webster county
bagley,ia,guthrie county
baldwin,ia,jackson county
balltown,ia,dubuque county
bancroft,ia,kossuth county
bankston,ia,dubuque county
barnes_city,ia,mahaska county
barnum,ia,webster county
bartlett,ia,fremont county
bassett,ia,chickasaw county
batavia,ia,jefferson county
battle_creek,ia,ida county
baxter,ia,jasper county
bayard,ia,guthrie county
beacon,ia,mahaska county
beaconsfield,ia,ringgold county
beaman,ia,grundy county
beaver,ia,boone county
beaverdale,ia,des moines county
bedford,ia,taylor county
belle_plaine,ia,benton county
bellevue,ia,jackson county
belmond,ia,wright county
bennett,ia,cedar county
bentley,ia,pottawattamie county
benton,ia,ringgold county
berkley,ia,boone county
bernard,ia,dubuque county
bertram,ia,linn county
bettendorf,ia,scott county
bevington,ia,madison county
birmingham,ia,van buren county
blairsburg,ia,hamilton county
blairstown,ia,benton county
blakesburg,ia,wapello county
blanchard,ia,page county
blencoe,ia,monona county
blockton,ia,taylor county
bloomfield,ia,davis county
blue_grass,ia,scott county
bode,ia,humboldt county
bolan,ia,worth county
bonaparte,ia,van buren county
bondurant,ia,polk county
boone,ia,boone county
bouton,ia,dallas county
boxholm,ia,boone county
boyden,ia,sioux county
braddyville,ia,page county
bradford,ia,franklin county
bradgate,ia,humboldt county
brandon,ia,buchanan county
brayton,ia,audubon county
breda,ia,carroll county
bridgewater,ia,adair county
brighton,ia,washington county
bristow,ia,butler county
britt,ia,hancock county
bronson,ia,woodbury county
brooklyn,ia,poweshiek county
brunsville,ia,plymouth county
buck_grove,ia,crawford county
buckeye,ia,hardin county
buffalo,ia,scott county
buffalo_center,ia,winnebago county
burchinal,ia,cerro gordo county
burlington,ia,des moines county
burr_oak,ia,winneshiek county
burt,ia,kossuth county
bussey,ia,marion county
calamus,ia,clinton county
california_junction,ia,harrison county
callender,ia,webster county
calmar,ia,winneshiek county
calumet,ia,o'brien county
camanche,ia,clinton county
cambridge,ia,story county
cantril,ia,van buren county
carbon,ia,adams county
carlisle,ia,warren county
carpenter,ia,mitchell county
carroll,ia,carroll county
carson,ia,pottawattamie county
carter_lake,ia,pottawattamie county
cascade,ia,dubuque county
casey,ia,guthrie county
castalia,ia,winneshiek county
castana,ia,monona county
cedar_falls,ia,black hawk county
cedar_rapids,ia,linn county
center_junction,ia,jones county
center_point,ia,linn county
centerville,ia,appanoose county
central_city,ia,linn county
centralia,ia,dubuque county
chapin,ia,franklin county
chariton,ia,lucas county
charles_city,ia,floyd county
charlotte,ia,clinton county
charter_oak,ia,crawford county
chatsworth,ia,sioux county
chelsea,ia,tama county
cherokee,ia,cherokee county
chester,ia,howard county
chillicothe,ia,wapello county
churdan,ia,greene county
cincinnati,ia,appanoose county
clare,ia,webster county
clarence,ia,cedar county
clarinda,ia,page county
clarion,ia,wright county
clarksville,ia,butler county
clayton,ia,clayton county
clear_lake,ia,cerro gordo county
clearfield,ia,taylor county
cleghorn,ia,cherokee county
clemons,ia,marshall county
clermont,ia,fayette county
climbing_hill,ia,woodbury county
clinton,ia,clinton county
clio,ia,wayne county
clive,ia,polk county
clutier,ia,tama county
coalville,ia,webster county
coburg,ia,montgomery county
coggon,ia,linn county
coin,ia,page county
colesburg,ia,delaware county
colfax,ia,jasper county
college_springs,ia,page county
collins,ia,story county
colo,ia,story county
columbus_city,ia,louisa county
columbus_junction,ia,louisa county
colwell,ia,floyd county
conesville,ia,muscatine county
conrad,ia,grundy county
conroy,ia,iowa county
conway,ia,taylor county
coon_rapids,ia,carroll county
coppock,ia,henry county
coralville,ia,johnson county
corley,ia,shelby county
corning,ia,adams county
correctionville,ia,woodbury county
corwith,ia,hancock county
corydon,ia,wayne county
cotter,ia,louisa county
coulter,ia,franklin county
council_bluffs,ia,pottawattamie county
craig,ia,plymouth county
crawfordsville,ia,washington county
crescent,ia,pottawattamie county
cresco,ia,howard county
creston,ia,union county
cromwell,ia,union county
crystal_lake,ia,hancock county
cumberland,ia,cass county
cumming,ia,warren county
curlew,ia,palo alto county
cushing,ia,woodbury county
cylinder,ia,palo alto county
dakota_city,ia,humboldt county
dallas_center,ia,dallas county
dana,ia,greene county
danbury,ia,woodbury county
danville,ia,des moines county
davenport,ia,scott county
davis_city,ia,decatur county
dawson,ia,dallas county
dayton,ia,webster county
de_soto,ia,dallas county
de_witt,ia,clinton county
decatur_city,ia,decatur county
decorah,ia,winneshiek county
dedham,ia,carroll county
deep_river,ia,poweshiek county
defiance,ia,shelby county
delaware,ia,delaware county
delhi,ia,delaware county
delmar,ia,clinton county
deloit,ia,crawford county
delphos,ia,ringgold county
delta,ia,keokuk county
denison,ia,crawford county
denmark,ia,lee county
denver,ia,bremer county
derby,ia,lucas county
des_moines,ia,polk county
dexter,ia,dallas county
diagonal,ia,ringgold county
diamondhead_lake,ia,guthrie county
dickens,ia,clay county
dike,ia,grundy county
dixon,ia,scott county
dolliver,ia,emmet county
donahue,ia,scott county
donnellson,ia,lee county
doon,ia,lyon county
douds,ia,van buren county
dougherty,ia,cerro gordo county
dow_city,ia,crawford county
dows,ia,wright county
drakesville,ia,davis county
dubuque,ia,dubuque county
dumont,ia,butler county
duncan,ia,hancock county
duncombe,ia,webster county
dundee,ia,delaware county
dunkerton,ia,black hawk county
dunlap,ia,harrison county
durango,ia,dubuque county
durant,ia,cedar county
dyersville,ia,dubuque county
dysart,ia,tama county
eagle_grove,ia,wright county
earlham,ia,madison county
earling,ia,shelby county
earlville,ia,delaware county
early,ia,sac county
east_amana,ia,iowa county
east_peru,ia,madison county
eddyville,ia,wapello county
edgewood,ia,delaware county
elberon,ia,tama county
eldon,ia,wapello county
eldora,ia,hardin county
eldridge,ia,scott county
elgin,ia,fayette county
elk_horn,ia,shelby county
elk_run_heights,ia,black hawk county
elkader,ia,clayton county
elkhart,ia,polk county
elkport,ia,clayton county
